Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP/G,PTS/G,TRB/G,AST/G
Primoz Brezec,"01/1/05, CHA @ MIA",22,8,342,6192,1012,2034,1,6,427,609,563,1327,179,69,134,274,730,2452,.498,.167,.701,18.1,7.2,3.9,0.5
Damone Brown,"01/14/03, TOR @ WAS",22,4,39,351,43,128,4,14,18,27,18,52,19,5,7,31,44,108,.336,.286,.667,9.0,2.8,1.3,0.5
Ernest Brown,"04/14/02, MIA vs. NYK",22,1,3,21,1,6,0,0,1,4,1,6,0,0,1,3,4,3,.167,,.250,7.0,1.0,2.0,0.0
Kedrick Brown,"01/10/03, BOS @ DAL",20,4,143,1935,203,501,46,168,57,89,98,347,103,85,28,64,170,509,.405,.274,.640,13.5,3.6,2.4,0.7
Kwame Brown,"01/1/06, LAL vs. UTA",19,12,607,13389,1518,3088,1,9,998,1750,1085,3333,554,324,376,771,1385,4035,.492,.111,.570,22.1,6.6,5.5,0.9
Tierre Brown,"01/10/05, LAL @ MIN",22,4,134,1654,202,526,30,85,93,121,41,166,266,64,4,143,95,527,.384,.353,.769,12.3,3.9,1.2,2.0
Tyson Chandler,"01/1/05, CHI vs. ORL",19,18,1124,31303,3542,5944,0,11,2384,3693,3500,10375,958,623,1324,1641,3225,9468,.596,.000,.646,27.8,8.4,9.2,0.9
Speedy Claxton,"01/1/05, GSW @ POR",23,7,334,8548,1126,2753,42,218,802,1053,194,830,1441,503,40,580,827,3096,.409,.193,.762,25.6,9.3,2.5,4.3
Jarron Collins,"01/1/06, UTA @ LAL",23,10,542,8542,682,1500,0,5,731,1046,645,1579,419,138,98,334,1316,2095,.455,.000,.699,15.8,3.9,2.9,0.8
Jason Collins,"01/1/05, NJN @ NYK",23,13,735,14974,918,2234,7,34,778,1202,915,2706,626,368,359,605,2056,2621,.411,.206,.647,20.4,3.6,3.7,0.9
Joe Crispin,"01/10/02, PHO vs. MEM",22,1,21,156,26,68,15,39,12,13,2,11,26,5,0,10,10,79,.382,.385,.923,7.4,3.8,0.5,1.2
Eddy Curry,"01/1/05, CHI vs. ORL",19,11,527,13109,2578,4734,2,2,1662,2588,947,2725,287,155,384,1174,1562,6820,.545,1.000,.642,24.9,12.9,5.2,0.5
Samuel Dalembert,"01/1/11, SAC @ DEN",20,13,886,21646,2810,5393,1,12,1193,1689,2289,6942,465,437,1546,1271,2601,6814,.521,.083,.706,24.4,7.7,7.8,0.5
DeSagana Diop,"01/1/12, CHA @ MIA",20,12,601,8403,503,1177,1,6,178,381,834,2219,270,227,630,355,1219,1185,.427,.167,.467,14.0,2.0,3.7,0.4
Predrag Drobnjak,"01/10/03, SEA vs. LAC",26,4,278,5542,903,2125,66,194,315,394,313,973,225,132,117,242,512,2187,.425,.340,.799,19.9,7.9,3.5,0.8
Maurice Evans,"01/1/10, ATL vs. NYK",23,9,562,10918,1429,3231,426,1172,463,590,559,1384,420,294,88,278,956,3747,.442,.363,.785,19.4,6.7,2.5,0.7
Isaac Fontaine,"03/11/02, MEM vs. UTA",26,1,6,75,3,14,1,5,4,6,0,5,4,0,0,4,6,11,.214,.200,.667,12.5,1.8,0.8,0.7
Alton Ford,"01/12/02, PHO vs. MIA",20,3,73,524,70,138,0,0,46,66,35,124,11,6,8,37,115,186,.507,,.697,7.2,2.5,1.7,0.2
Joseph Forte,"01/12/03, SEA vs. CLE",20,2,25,125,11,47,0,6,8,10,5,17,17,6,0,13,7,30,.234,.000,.800,5.0,1.2,0.7,0.7
Antonis Fotsis,"01/14/02, MEM @ LAL",20,1,28,320,42,104,7,23,17,20,25,62,10,9,11,21,22,108,.404,.304,.850,11.4,3.9,2.2,0.4
Tremaine Fowlkes,"01/10/03, LAC @ SEA",25,4,103,1233,105,257,4,20,87,110,94,228,54,47,6,50,146,301,.409,.200,.791,12.0,2.9,2.2,0.5
Pau Gasol,"01/1/05, MEM @ MIN",21,18,1219,40947,7977,15716,178,483,4750,6303,3083,11285,3919,605,1939,2636,2627,20882,.508,.369,.754,33.6,17.1,9.3,3.2
Eddie Griffin,"01/1/05, MIN vs. MEM",19,5,303,6729,854,2263,237,752,226,337,497,1744,236,105,518,227,506,2171,.377,.315,.671,22.2,7.2,5.8,0.8
Tang Hamilton,"11/10/01, MIA vs. SAC",23,1,9,98,10,19,0,1,0,1,6,18,5,4,0,2,10,20,.526,.000,.000,10.9,2.2,2.0,0.6
Trenton Hassell,"01/1/05, MIN vs. MEM",22,9,644,16278,1549,3480,95,299,548,716,541,1826,1132,282,272,597,1399,3741,.445,.318,.765,25.3,5.8,2.8,1.8
Kirk Haston,"01/12/02, CHH @ DET",22,2,27,134,13,56,0,6,6,12,5,27,8,0,6,10,19,32,.232,.000,.500,5.0,1.2,1.0,0.3
Brendan Haywood,"01/1/11, DAL @ MIL",22,13,816,18680,2110,3999,0,4,1318,2246,2081,4875,442,320,1109,851,2043,5538,.528,.000,.587,22.9,6.8,6.0,0.5
Steven Hunter,"01/11/05, PHO vs. MIA",20,8,400,5993,735,1313,0,1,347,715,482,1264,79,49,422,249,656,1817,.560,.000,.485,15.0,4.5,3.2,0.2
Mike James,"01/1/03, MIA @ ATL",26,12,595,14364,2139,5132,687,1813,898,1120,212,1324,2075,458,38,895,1201,5863,.417,.379,.802,24.1,9.9,2.2,3.5
Richard Jefferson,"01/1/05, NJN @ NYK",21,17,1181,34293,5150,11102,1042,2769,3562,4639,917,4720,2412,787,347,1768,2637,14904,.464,.376,.768,29.0,12.6,4.0,2.0
Joe Johnson,"01/1/10, ATL vs. NYK",20,17,1276,44234,7822,17719,1978,5331,2783,3468,1067,5059,5001,1071,260,2451,2252,20405,.441,.371,.802,34.7,16.0,4.0,3.9
Alvin Jones,"03/12/02, PHI @ NYK",23,1,23,126,8,20,0,0,10,20,13,36,3,3,9,11,35,26,.400,,.500,5.5,1.1,1.6,0.1
Andrei Kirilenko,"01/1/06, UTA @ LAL",20,13,797,23916,3146,6637,367,1185,2772,3675,1400,4352,2169,1097,1461,1518,1605,9431,.474,.310,.754,30.0,11.8,5.5,2.7
Terence Morris,"01/10/02, HOU @ UTA",23,3,139,1934,209,514,22,112,32,45,123,377,93,35,49,81,126,472,.407,.196,.711,13.9,3.4,2.7,0.7
Troy Murphy,"01/1/05, GSW @ POR",21,12,729,19921,2848,6400,613,1578,1551,1977,1373,5708,1088,478,294,886,1890,7860,.445,.388,.785,27.3,10.8,7.8,1.5
Dean Oliver,"01/14/02, GSW vs. MIA",23,2,35,232,24,75,3,19,13,17,8,24,44,10,0,21,25,64,.320,.158,.765,6.6,1.8,0.7,1.3
Tony Parker,"01/1/11, SAS vs. OKC",19,18,1243,38104,7737,15745,515,1591,3390,4512,438,3379,7005,1049,96,2850,2052,19379,.491,.324,.751,30.7,15.6,2.7,5.6
Vladimir Radmanovic,"01/1/11, GSW @ MIA",21,12,737,16164,2148,5177,971,2567,612,807,654,2784,998,537,263,837,1552,5879,.415,.378,.758,21.9,8.0,3.8,1.4
Zach Randolph,"01/1/06, POR vs. LAC",20,17,1116,34616,7436,15774,199,729,3507,4592,3279,10208,2049,834,301,2290,2629,18578,.471,.273,.764,31.0,16.6,9.1,1.8
Zeljko Rebraca,"01/11/02, DET @ BOS",29,5,215,3280,488,926,0,0,300,379,196,688,88,57,160,203,512,1276,.527,,.792,15.3,5.9,3.2,0.4
Jason Richardson,"01/1/12, ORL vs. TOR",21,13,857,29241,5558,12681,1608,4344,1920,2714,1033,4245,2284,995,367,1503,1963,14644,.438,.370,.707,34.1,17.1,5.0,2.7
Norm Richardson,"02/17/02, IND vs. PHI",22,1,11,67,10,26,4,8,6,9,3,8,2,0,0,3,5,30,.385,.500,.667,6.1,2.7,0.7,0.2
Jeryl Sasser,"01/10/03, ORL vs. IND",22,2,82,1061,67,221,13,44,57,83,67,191,67,48,12,41,94,204,.303,.295,.687,12.9,2.5,2.3,0.8
Kenny Satterfield,"01/12/03, PHI vs. ORL",20,2,75,1062,128,382,12,55,53,71,33,95,176,51,3,96,79,321,.335,.218,.746,14.2,4.3,1.3,2.3
Brian Scalabrine,"01/1/07, BOS @ POR",23,11,520,6772,590,1512,180,523,234,299,275,1034,436,157,121,341,819,1594,.390,.344,.783,13.0,3.1,2.0,0.8
Ansu Sesay,"01/1/05, GSW @ POR",25,4,127,1301,161,371,8,29,71,111,102,223,62,38,30,58,162,401,.434,.276,.640,10.2,3.2,1.8,0.5
Bobby Simmons,"01/10/06, MIL vs. MIN",21,10,466,11513,1551,3552,378,955,709,862,559,1791,710,396,83,522,1153,4189,.437,.396,.823,24.7,9.0,3.8,1.5
Leon Smith,"01/17/02, ATL vs. CHI",21,2,15,104,11,28,0,0,11,17,11,33,3,5,1,3,13,33,.393,,.647,6.9,2.2,2.2,0.2
Will Solomon,"01/11/09, TOR vs. BOS",23,2,115,1584,218,576,74,248,74,107,24,132,225,62,11,116,147,584,.378,.298,.692,13.8,5.1,1.1,2.0
Etan Thomas,"01/10/03, WAS vs. GSW",23,9,409,7084,890,1734,0,0,561,930,677,1927,149,128,427,385,889,2341,.513,,.603,17.3,5.7,4.7,0.4
Jamaal Tinsley,"01/10/03, IND @ ORL",23,11,547,14443,1759,4481,397,1326,737,1029,345,1605,3330,776,155,1375,1306,4652,.393,.299,.716,26.4,8.5,2.9,6.1
Oscar Torres,"01/10/02, HOU @ UTA",25,2,82,1184,151,377,44,139,96,125,50,134,43,29,11,57,73,442,.401,.317,.768,14.4,5.4,1.6,0.5
Jeff Trepagnier,"01/11/04, DEN @ SAC",22,3,31,270,34,101,6,13,14,20,17,43,22,19,4,25,20,88,.337,.462,.700,8.7,2.8,1.4,0.7
Ratko Varda,"02/12/02, DET vs. PHO",22,1,1,6,2,3,0,0,1,1,0,1,0,0,0,1,3,5,.667,,1.000,6.0,5.0,1.0,0.0
Gerald Wallace,"01/1/05, CHA @ MIA",19,14,832,24731,3516,7492,407,1303,2494,3517,1145,4838,1725,1200,681,1486,1829,9933,.469,.312,.709,29.7,11.9,5.8,2.1
Earl Watson,"01/1/05, MEM @ MIN",22,13,878,19494,2112,5139,502,1551,867,1233,462,1985,3871,873,176,1548,1755,5593,.411,.324,.703,22.2,6.4,2.3,4.4
Rodney White,"01/10/03, DEN vs. POR",21,4,218,3354,617,1455,91,290,215,287,113,485,237,118,65,285,309,1540,.424,.314,.749,15.4,7.1,2.2,1.1
Loren Woods,"01/10/04, MIA @ MIN",23,6,215,2428,208,496,1,7,138,215,263,682,74,55,128,138,278,555,.419,.143,.642,11.3,2.6,3.2,0.3
