Player,Age,Tm,First,PtsWon,PtsMax,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48
Blake Griffin,21,LAC,118.0,590.0,590,1.000,82,38.0,22.5,12.1,3.8,0.8,0.5,.506,.292,.642,9.8,.152
John Wall,20,WAS,0.0,295.0,590,0.500,69,37.8,16.4,4.6,8.3,1.8,0.5,.409,.296,.766,2.2,.041
DeMarcus Cousins,20,SAC,0.0,81.0,590,0.137,81,28.5,14.1,8.6,2.5,1.0,0.8,.430,.167,.687,1.1,.022
Landry Fields,22,NYK,0.0,62.0,590,0.105,82,31.0,9.7,6.4,1.9,1.0,0.2,.497,.393,.769,5.3,.100
Gary Neal,26,SAS,0.0,19.0,590,0.032,80,21.1,9.8,2.5,1.2,0.3,0.1,.451,.419,.808,3.5,.099
Greg Monroe,20,DET,0.0,15.0,590,0.025,80,27.8,9.4,7.5,1.3,1.2,0.6,.551,.000,.622,6.6,.143
