Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP/G,PTS/G,TRB/G,AST/G
Rudy Fernandez,"01/1/12, DEN vs. LAL",23,4,249,5965,740,1853,413,1147,361,430,128,608,554,249,40,286,369,2254,.399,.360,.840,24.0,9.1,2.4,2.2
Danilo Gallinari,"01/1/10, NYK @ ATL",20,10,525,16370,2476,5868,979,2613,2279,2623,401,2514,1050,419,224,691,995,8210,.422,.375,.869,31.2,15.6,4.8,2.0
Marc Gasol,"01/1/11, MEM @ UTA",24,11,769,25917,4341,8978,301,875,2701,3474,1318,5942,2639,708,1135,1607,2242,11684,.484,.344,.777,33.7,15.2,7.7,3.4
J.R. Giddens,"01/10/10, BOS @ TOR",23,2,38,247,30,63,0,10,13,23,18,54,13,10,2,18,30,73,.476,.000,.565,6.5,1.9,1.4,0.3
Eric Gordon,"01/1/13, NOH vs. ATL",20,11,602,19964,3418,8000,1350,3641,1870,2297,263,1529,1796,557,202,1243,1195,10056,.427,.371,.814,33.2,16.7,2.5,3.0
Donte Greene,"01/1/10, SAC @ LAL",20,4,253,4259,585,1441,165,542,206,294,140,600,183,111,116,222,373,1541,.406,.304,.701,16.8,6.1,2.4,0.7
Hamed Haddadi,"01/1/11, MEM @ UTA",23,5,151,1056,130,281,0,5,79,125,137,372,43,11,92,92,209,339,.463,.000,.632,7.0,2.2,2.5,0.3
Malik Hairston,"01/2/10, SAS @ WAS",21,2,62,472,64,125,2,12,19,37,24,77,29,10,16,23,48,149,.512,.167,.514,7.6,2.4,1.2,0.5
Roy Hibbert,"01/1/14, IND @ TOR",22,9,662,16389,2622,5641,6,24,1361,1802,1527,4173,885,241,1146,1038,2067,6611,.465,.250,.755,24.8,10.0,6.3,1.3
J.J. Hickson,"01/1/11, CLE @ CHI",20,8,534,11925,2049,4056,0,21,983,1593,1173,3639,449,274,309,774,1033,5081,.505,.000,.617,22.3,9.5,6.8,0.8
George Hill,"01/1/11, SAS vs. OKC",22,11,705,20067,2833,6249,863,2265,1473,1840,401,2199,2281,654,207,912,1494,8002,.453,.381,.801,28.5,11.4,3.1,3.2
Steven Hill,"11/12/08, OKC vs. ORL",23,1,1,2,1,1,0,0,0,0,2,3,0,0,0,0,0,2,1.000,,,2.0,2.0,3.0,0.0
Othello Hunter,"01/14/09, ATL @ LAC",22,2,23,125,15,32,0,0,3,9,15,36,1,2,6,5,16,33,.469,,.333,5.4,1.4,1.6,0.0
Darnell Jackson,"01/1/11, SAC @ DEN",23,3,138,1039,123,274,4,17,58,90,90,203,26,24,11,50,159,308,.449,.235,.644,7.5,2.2,1.5,0.2
Nathan Jawai,"01/1/10, MIN vs. ORL",22,2,45,431,50,115,0,1,26,38,50,106,24,10,9,29,61,126,.435,.000,.684,9.6,2.8,2.4,0.5
Dontell Jefferson,"04/10/09, CHA @ OKC",25,1,6,84,11,22,1,2,6,9,1,12,9,4,1,6,9,29,.500,.500,.667,14.0,4.8,2.0,1.5
Trey Johnson,"01/1/12, NOH @ SAC",24,3,23,169,20,52,1,3,18,19,5,20,15,2,1,11,26,59,.385,.333,.947,7.3,2.6,0.9,0.7
DeAndre Jordan,"01/1/12, LAC vs. POR",20,11,801,22628,3071,4579,1,11,1498,3251,2597,8686,658,482,1331,1094,2141,7641,.671,.091,.461,28.2,9.5,10.8,0.8
Kosta Koufos,"01/1/11, MIN vs. NJN",19,11,673,11134,1730,3231,0,4,409,701,1186,3409,349,288,501,472,1382,3869,.535,.000,.583,16.5,5.7,5.1,0.5
Rob Kurz,"01/10/09, GSW @ POR",23,1,40,442,51,131,15,38,40,50,33,81,20,14,19,16,78,157,.389,.395,.800,11.1,3.9,2.0,0.5
Courtney Lee,"01/10/10, NJN @ SAS",23,11,765,21325,2889,6403,844,2173,956,1120,354,2068,1320,778,206,742,1287,7578,.451,.388,.854,27.9,9.9,2.7,1.7
Brook Lopez,"01/1/11, NJN @ MIN",20,11,687,21279,4636,9276,378,1076,2383,3019,1579,4509,1045,382,1178,1302,1880,12033,.500,.351,.789,31.0,17.5,6.6,1.5
Robin Lopez,"01/1/13, NOH vs. ATL",20,11,737,16802,2719,5165,9,38,1068,1410,1777,3891,594,186,890,816,1486,6515,.526,.237,.757,22.8,8.8,5.3,0.8
Kevin Love,"01/1/10, MIN vs. ORL",20,11,639,20561,3865,8728,1031,2789,2947,3575,1895,7212,1485,448,299,1239,1369,11708,.443,.370,.824,32.2,18.3,11.3,2.3
Cartier Martin,"01/1/11, WAS vs. NOH",24,7,243,3351,430,1098,218,586,151,207,88,463,121,97,27,128,317,1229,.392,.372,.729,13.8,5.1,1.9,0.5
O.J. Mayo,"01/1/11, MEM @ UTA",21,8,547,16919,2808,6547,854,2287,1104,1346,285,1706,1607,559,141,1130,1239,7574,.429,.373,.820,30.9,13.8,3.1,2.9
Luc Mbah a Moute,"01/1/11, MIL vs. DAL",22,11,686,16013,1683,3703,207,617,802,1216,961,2798,588,610,263,645,1242,4375,.454,.335,.660,23.3,6.4,4.1,0.9
JaVale McGee,"01/1/11, WAS vs. NOH",21,11,604,10330,1988,3535,2,23,695,1184,1102,2967,223,232,931,574,1267,4673,.562,.087,.587,17.1,7.7,4.9,0.4
Anthony Morrow,"01/1/12, NJN @ CLE",23,9,564,12280,1956,4380,807,1937,608,691,309,1215,494,317,75,380,897,5327,.447,.417,.880,21.8,9.4,2.2,0.9
DeMarcus Nelson,"10/29/08, GSW vs. NOH",23,1,13,171,24,54,0,3,5,14,6,24,13,9,2,15,24,53,.444,.000,.357,13.2,4.1,1.8,1.0
Greg Oden,"01/10/09, POR vs. GSW",21,3,105,2028,317,552,0,0,206,313,256,656,51,40,130,138,374,840,.574,,.658,19.3,8.0,6.2,0.5
Anthony Randolph,"01/1/12, MIN vs. DAL",19,6,252,3841,677,1494,20,83,415,561,335,1078,187,150,224,298,456,1789,.453,.241,.740,15.2,7.1,4.3,0.7
Derrick Rose,"01/1/11, CHI vs. CLE",20,10,534,17833,3921,8664,423,1377,1813,2202,462,1879,3021,404,186,1433,715,10078,.453,.307,.823,33.4,18.9,3.5,5.7
Brandon Rush,"01/10/12, GSW vs. MIA",23,9,481,10564,1220,2861,522,1300,288,408,187,1413,468,222,262,400,620,3250,.426,.402,.706,22.0,6.8,2.9,1.0
Walter Sharpe,"03/20/09, DET vs. LAC",22,1,8,20,4,11,0,2,0,2,0,3,0,0,2,0,3,8,.364,.000,.000,2.5,1.0,0.4,0.0
Sean Singletary,"01/10/09, CHA @ WAS",23,1,37,303,31,85,10,25,18,21,10,35,29,11,0,23,45,90,.365,.400,.857,8.2,2.4,0.9,0.8
Marreese Speights,"01/1/18, ORL @ BRK",21,10,705,10640,2181,4750,232,651,998,1252,947,2875,461,189,356,614,1564,5592,.459,.356,.797,15.1,7.9,4.1,0.7
Mike Taylor,"02/22/09, LAC @ POR",23,1,51,771,110,267,13,40,56,81,22,87,106,36,0,73,84,289,.412,.325,.691,15.1,5.7,1.7,2.1
Jason Thompson,"01/1/10, SAC @ LAL",22,8,588,14819,2112,4255,6,42,980,1492,1264,3880,635,283,414,747,1751,5210,.496,.143,.657,25.2,8.9,6.6,1.1
Anthony Tolliver,"01/1/12, MIN vs. DAL",23,11,635,12691,1348,3200,772,2052,602,781,504,2155,580,244,191,408,1048,4070,.421,.376,.771,20.0,6.4,3.4,0.9
Roko Ukic,"01/11/09, TOR vs. BOS",24,2,85,987,137,354,14,74,53,71,27,78,165,31,2,66,83,341,.387,.189,.746,11.6,4.0,0.9,1.9
Henry Walker,"01/11/11, NYK @ POR",21,5,181,3016,386,865,190,515,117,154,55,401,153,93,27,142,375,1079,.446,.369,.760,16.7,6.0,2.2,0.8
Kyle Weaver,"01/10/09, OKC @ CHI",22,3,73,1379,134,304,42,119,53,72,34,158,119,55,33,80,97,363,.441,.353,.736,18.9,5.0,2.2,1.6
Sonny Weems,"01/10/10, TOR vs. BOS",22,4,183,3335,514,1106,34,120,127,181,88,402,257,84,28,198,268,1189,.465,.283,.702,18.2,6.5,2.2,1.4
Russell Westbrook,"01/1/11, OKC @ SAS",20,11,792,27261,6357,14643,853,2784,4563,5665,1326,5434,6597,1399,232,3198,1967,18130,.434,.306,.805,34.4,22.9,6.9,8.3
D.J. White,"01/1/11, OKC @ SAS",22,6,138,2111,348,687,1,3,113,157,117,437,80,39,57,65,199,810,.507,.333,.720,15.3,5.9,3.2,0.6
Jawad Williams,"01/10/10, CLE @ POR",25,3,90,1153,127,344,45,144,41,57,24,133,56,22,8,35,109,340,.369,.313,.719,12.8,3.8,1.5,0.6
Sun Yue,"01/13/09, LAL @ HOU",23,1,10,28,3,11,0,6,0,0,0,0,2,1,1,3,10,6,.273,.000,,2.8,0.6,0.0,0.2
