Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Stanley Johnson,SF,22,DET,46,910,9.2,.469,.519,.143,2.7,17.6,9.8,9.4,2.5,1.1,13.4,19.3,-0.9,1.3,0.4,.019,-3.5,1.1,-2.5,-0.1
Tyler Johnson,PG,26,MIA,43,1094,12.8,.544,.508,.223,1.8,9.7,5.8,15.4,1.8,1.6,12.5,19.3,0.6,1.2,1.9,.083,-0.3,-0.2,-0.5,0.4
Wesley Johnson,SF,31,NOP,26,377,7.1,.517,.568,.102,2.9,12.0,7.5,5.2,1.5,1.5,11.5,11.4,0.0,0.2,0.3,.034,-2.1,-0.4,-2.5,0.0
Nikola Jokic,C,23,DEN,51,1600,27.6,.594,.241,.299,10.1,26.7,18.4,38.8,2.2,2.0,15.5,27.5,5.7,2.6,8.3,.249,6.7,3.6,10.3,5.0
Damian Jones,C,23,GSW,24,410,15.5,.720,.000,.500,8.5,11.1,9.8,8.7,1.4,5.1,15.1,11.0,1.0,0.5,1.5,.173,0.9,2.3,3.2,0.5
Derrick Jones,SF,21,MIA,37,668,16.7,.578,.256,.360,10.6,15.2,12.9,4.1,2.2,3.3,9.6,16.6,1.0,1.1,2.1,.150,-0.5,1.2,0.7,0.5
Jalen Jones,SF,25,CLE,16,214,11.8,.548,.452,.435,5.5,12.5,8.9,4.8,2.1,0.8,9.8,16.8,0.2,0.0,0.2,.055,-1.0,-2.4,-3.4,-0.1
Tyus Jones,PG,22,MIN,43,873,12.6,.461,.312,.160,1.6,7.3,4.4,26.3,3.0,0.3,9.6,13.5,0.8,0.7,1.5,.082,-1.1,-0.8,-1.9,0.0
DeAndre Jordan,C,30,DAL,50,1554,18.2,.672,.000,.613,11.4,35.3,23.7,9.5,1.0,2.8,21.3,14.3,2.9,2.7,5.6,.172,-0.9,3.6,2.6,1.8
Cory Joseph,PG,27,IND,52,1338,11.2,.497,.331,.085,1.9,13.1,7.6,20.3,2.2,0.7,14.2,13.9,0.4,2.0,2.4,.087,-1.7,1.3,-0.4,0.5
Frank Kaminsky,C,25,CHO,24,271,16.1,.583,.443,.361,7.5,16.5,11.9,14.4,0.9,1.6,13.8,20.7,0.4,0.2,0.6,.107,0.7,-1.4,-0.7,0.1
Enes Kanter,C,26,NYK,44,1128,22.0,.585,.047,.276,15.3,28.1,21.4,12.9,0.8,1.3,13.1,22.7,2.6,0.8,3.4,.145,1.4,-0.3,1.1,0.9
Luke Kennard,SG,22,DET,33,665,10.0,.523,.494,.107,0.8,14.9,7.5,9.9,1.0,0.8,9.9,18.1,0.0,0.6,0.7,.048,-2.4,-0.7,-3.1,-0.2
Michael Kidd-Gilchrist,PF,25,CHO,45,893,15.0,.560,.130,.396,9.2,15.0,12.1,7.1,1.4,3.3,9.4,16.8,1.5,0.9,2.3,.126,-0.8,0.7,-0.1,0.4
George King,SF,25,PHO,1,6,1.9,,,,0.0,19.0,9.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.001,-8.7,-1.7,-10.4,0.0
Maxi Kleber,PF,27,DAL,47,900,13.7,.574,.591,.211,6.7,15.7,11.3,5.6,1.3,5.3,10.6,13.4,1.1,1.3,2.3,.125,-0.6,2.7,2.1,0.9
Brandon Knight,PG,27,HOU,12,118,0.9,.347,.681,.234,0.9,7.9,4.3,10.9,0.8,0.0,8.8,20.9,-0.3,0.0,-0.3,-0.121,-6.6,-5.1,-11.7,-0.3
Kevin Knox,PF,19,NYK,44,1216,9.0,.475,.399,.235,3.1,13.4,8.0,5.1,1.0,1.0,9.3,22.2,-1.0,0.4,-0.7,-0.026,-3.2,-2.7,-5.9,-1.2
Furkan Korkmaz,SG,21,PHI,42,595,11.6,.528,.606,.167,2.4,14.5,8.6,11.1,2.1,0.3,9.0,18.0,0.4,0.6,1.0,.081,-0.7,-1.3,-2.0,0.0
Luke Kornet,PF,23,NYK,24,366,17.4,.594,.654,.173,3.9,13.7,8.6,13.1,1.8,2.8,8.9,18.2,0.7,0.2,0.9,.124,2.2,-0.5,1.7,0.3
Kyle Korver,SG-PF,37,TOT,48,898,12.5,.618,.702,.165,0.7,12.1,6.4,8.2,0.7,0.8,10.6,18.6,1.1,0.6,1.7,.090,0.7,-2.2,-1.6,0.1
Kyle Korver,PF,37,CLE,16,251,11.5,.650,.711,.211,0.0,13.5,6.4,10.3,0.6,0.7,17.0,17.5,0.3,0.0,0.2,.042,-0.1,-3.7,-3.7,-0.1
Kyle Korver,SG,37,UTA,32,647,12.9,.608,.699,.150,1.0,11.6,6.3,7.4,0.7,0.9,8.4,19.0,0.8,0.7,1.5,.109,0.9,-1.6,-0.7,0.2
Kosta Koufos,C,29,SAC,29,365,13.0,.493,.000,.140,11.1,27.2,19.0,9.5,1.5,3.1,15.0,15.1,0.1,0.5,0.6,.079,-3.7,2.0,-1.8,0.0
Rodions Kurucs,SF,20,BRK,37,777,11.9,.560,.353,.201,5.2,14.4,9.8,4.7,1.4,1.0,12.7,18.8,0.4,0.7,1.1,.071,-2.0,-0.9,-2.9,-0.2
Kyle Kuzma,SF,23,LAL,49,1606,14.8,.557,.396,.229,2.8,14.8,9.0,11.2,1.0,0.9,11.1,23.9,1.1,1.6,2.7,.081,-0.1,-0.9,-1.0,0.4
Skal Labissiere,PF,22,SAC,12,101,6.4,.518,.370,.407,2.0,18.9,10.3,6.3,0.9,1.7,15.9,15.5,-0.1,0.1,0.0,.015,-4.9,-0.9,-5.8,-0.1
Jeremy Lamb,SG,26,CHO,49,1396,16.0,.544,.324,.250,3.0,18.3,10.6,10.7,1.6,0.8,6.7,22.0,1.7,1.3,3.0,.104,0.1,-0.9,-0.8,0.4
Zach LaVine,SG,23,CHI,46,1557,17.7,.562,.281,.320,1.6,12.6,7.1,22.0,1.4,1.0,14.4,30.9,0.6,0.9,1.5,.046,0.9,-1.6,-0.8,0.5
Jake Layman,SF,24,POR,41,696,14.5,.612,.454,.115,5.0,12.3,8.7,5.4,1.2,1.6,9.1,16.0,1.1,0.6,1.8,.121,0.8,-0.8,0.0,0.4
T.J. Leaf,PF,21,IND,31,252,14.3,.566,.226,.167,7.7,17.3,12.6,8.1,0.8,2.1,10.0,17.3,0.3,0.3,0.6,.117,-1.8,-0.4,-2.2,0.0
Courtney Lee,SG,33,NYK,12,160,13.9,.527,.340,.298,3.8,14.4,8.9,14.9,2.4,1.1,8.6,15.4,0.2,0.1,0.3,.085,-0.9,-0.1,-1.0,0.0
Damion Lee,SG,26,GSW,17,202,11.6,.618,.524,.206,2.2,14.3,8.5,1.9,1.9,0.0,10.4,16.2,0.2,0.2,0.4,.088,-1.1,-2.8,-3.9,-0.1
Alex Len,C,25,ATL,48,945,16.0,.547,.217,.340,11.8,19.9,15.8,7.9,0.9,4.2,13.8,22.7,0.7,0.7,1.4,.071,-1.9,-0.4,-2.3,-0.1
Kawhi Leonard,SF,27,TOR,39,1367,26.9,.610,.253,.398,4.3,19.8,12.2,15.1,2.6,1.1,8.3,30.1,4.6,2.2,6.8,.237,4.7,0.8,5.5,2.6
Meyers Leonard,C,26,POR,48,702,16.9,.682,.465,.202,6.2,22.5,14.5,12.1,0.9,1.0,14.0,15.1,1.8,0.7,2.6,.175,2.1,0.0,2.1,0.7
Jon Leuer,PF,29,DET,31,343,14.5,.635,.091,.293,6.7,20.9,13.4,5.7,1.7,1.0,15.8,16.5,0.4,0.5,0.9,.122,-2.6,0.4,-2.3,0.0
Caris LeVert,SF,24,BRK,14,416,18.3,.557,.299,.299,3.6,11.9,7.7,21.2,2.0,0.9,11.5,26.5,0.6,0.4,1.0,.114,1.4,-0.5,0.9,0.3
Damian Lillard,PG,28,POR,51,1801,24.0,.592,.396,.353,2.5,11.0,6.8,28.8,1.5,1.1,11.1,30.1,6.0,1.5,7.6,.201,6.3,-1.1,5.2,3.2
Jeremy Lin,PG,30,ATL,47,923,16.1,.598,.344,.457,1.7,11.1,6.3,27.2,1.7,0.6,18.0,22.6,1.4,0.4,1.8,.096,0.3,-2.4,-2.1,0.0
Shaun Livingston,PG,33,GSW,41,630,12.5,.531,.013,.274,5.0,8.5,6.8,16.3,1.6,2.5,12.4,13.6,0.8,0.5,1.4,.104,-1.7,0.3,-1.4,0.1
Zach Lofton,SG,26,DET,1,4,-9.9,.000,1.000,.000,0.0,0.0,0.0,0.0,12.2,0.0,50.0,21.3,-0.1,0.0,0.0,-0.442,-17.0,8.2,-8.8,0.0
Kevon Looney,C,22,GSW,52,1092,17.6,.636,.040,.312,14.1,16.4,15.3,11.4,1.3,3.5,11.1,12.3,3.2,1.3,4.4,.196,2.2,2.0,4.3,1.7
Brook Lopez,C,30,MIL,51,1426,14.4,.611,.687,.136,1.5,13.0,7.6,4.9,0.8,6.5,8.7,16.6,1.6,2.5,4.1,.138,0.2,2.4,2.6,1.7
Robin Lopez,C,30,CHI,45,759,12.0,.554,.079,.201,8.7,10.2,9.4,8.5,0.5,4.7,18.9,17.8,-0.1,0.4,0.4,.024,-3.7,0.6,-3.1,-0.2
Kevin Love,PF,30,CLE,4,136,15.7,.478,.369,.508,7.9,37.7,22.1,16.0,0.4,0.6,11.2,28.9,0.0,0.1,0.1,.025,-1.9,-2.6,-4.5,-0.1
Kyle Lowry,PG,32,TOR,42,1442,16.8,.552,.589,.271,1.8,12.0,7.0,36.6,1.9,1.2,18.2,19.4,2.5,1.7,4.2,.140,2.5,0.1,2.6,1.7
Jordan Loyd,PG,25,TOR,5,24,19.3,.888,.400,.800,4.6,26.5,15.7,11.2,0.0,0.0,22.8,15.6,0.1,0.0,0.1,.239,1.9,-1.5,0.3,0.0
Kalin Lucas,PG,29,DET,1,6,16.6,.532,1.000,2.000,0.0,56.8,27.1,21.1,0.0,0.0,0.0,13.4,0.0,0.0,0.0,.233,-1.1,0.6,-0.5,0.0
Timothe Luwawu-Cabarrot,SF,23,OKC,21,123,3.6,.383,.512,.140,3.3,11.9,7.5,4.1,1.5,0.7,9.9,16.7,-0.2,0.2,-0.1,-0.025,-6.6,-1.7,-8.3,-0.2
Tyler Lydon,PF,22,DEN,20,79,8.9,.606,.625,.188,6.9,12.5,9.7,6.5,1.3,0.0,18.8,11.6,0.1,0.1,0.1,.071,-1.2,-1.6,-2.7,0.0
Trey Lyles,PF,23,DEN,50,935,13.0,.498,.388,.234,4.6,19.8,12.2,10.5,1.3,1.9,10.7,23.5,0.0,1.1,1.1,.055,-2.4,-1.0,-3.4,-0.3
Shelvin Mack,PG,28,MEM,51,1162,11.7,.510,.325,.200,1.7,8.3,5.0,24.2,1.8,0.2,12.8,18.3,0.3,1.1,1.4,.056,-1.9,-1.5,-3.4,-0.4
Daryl Macon,SG,23,DAL,3,5,15.7,1.000,.000,.000,0.0,0.0,0.0,0.0,9.7,0.0,50.0,17.0,0.0,0.0,0.0,.006,-3.3,5.6,2.3,0.0
J.P. Macura,SG,23,CHO,1,14,0.6,.250,.500,.000,0.0,15.6,7.7,20.5,0.0,0.0,0.0,24.6,-0.1,0.0,-0.1,-0.208,-8.1,-4.9,-12.9,0.0
Ian Mahinmi,C,32,WAS,30,436,12.5,.562,.150,.738,9.6,17.4,13.4,7.2,2.5,3.0,15.2,12.3,0.5,0.5,1.0,.109,-2.1,1.9,-0.2,0.2
Thon Maker,C,21,MIL,35,409,13.1,.546,.582,.276,4.6,18.8,12.2,5.8,1.1,3.8,5.7,16.4,0.4,0.8,1.2,.137,-1.4,0.7,-0.6,0.1
Boban Marjanovic,C,30,LAC,34,359,25.2,.668,.015,.672,15.6,26.3,21.1,9.0,1.2,3.7,16.8,24.6,1.2,0.5,1.7,.222,1.2,0.3,1.5,0.3
Lauri Markkanen,PF,21,CHI,30,947,16.1,.552,.444,.199,3.8,23.9,13.8,5.3,1.2,2.1,9.0,24.3,0.3,0.9,1.3,.065,-1.2,-1.6,-2.7,-0.2
Jarell Martin,PF,24,ORL,28,234,8.7,.517,.423,.113,3.2,18.4,10.6,8.1,0.4,2.5,11.8,15.8,0.0,0.2,0.2,.041,-4.3,-0.6,-4.9,-0.2
Frank Mason,PG,24,SAC,33,383,12.3,.484,.338,.353,1.1,8.8,4.9,28.0,1.9,0.9,15.6,20.1,0.0,0.3,0.3,.039,-2.4,-2.2,-4.7,-0.3
Wesley Matthews,SF,32,DAL,44,1312,11.5,.556,.561,.235,1.7,6.5,4.2,11.6,1.2,0.8,10.1,18.7,1.2,0.9,2.2,.079,0.4,-1.2,-0.8,0.4
Luc Mbah a Moute,PF,32,LAC,4,61,6.9,.495,.333,.278,3.6,8.4,6.1,4.6,0.8,1.3,9.0,15.4,0.0,0.0,0.0,.012,-3.1,-1.9,-5.0,0.0
Patrick McCaw,SG,23,TOT,9,101,0.7,.267,.500,.125,3.3,12.9,8.1,8.4,2.4,0.0,32.2,10.7,-0.3,0.1,-0.2,-0.101,-7.5,0.6,-6.8,-0.1
Patrick McCaw,SG,23,CLE,3,53,-0.7,.278,.444,.000,0.0,6.6,3.2,5.0,1.9,0.0,25.0,9.9,-0.2,0.0,-0.2,-0.142,-8.0,-1.4,-9.4,-0.1
Patrick McCaw,SG,23,TOR,6,48,2.1,.254,.571,.286,6.9,19.9,13.5,12.3,3.0,0.0,38.8,11.5,-0.1,0.1,-0.1,-0.057,-6.9,2.9,-4.0,0.0
CJ McCollum,SG,27,POR,51,1733,16.8,.550,.334,.159,2.8,9.1,6.0,13.0,1.2,0.8,7.7,25.8,2.6,1.2,3.8,.106,1.7,-1.9,-0.3,0.7
T.J. McConnell,PG,26,PHI,47,993,13.6,.573,.124,.100,2.1,9.2,5.8,25.8,2.7,1.1,18.6,14.0,1.1,1.2,2.3,.109,-1.2,0.2,-1.1,0.2
Doug McDermott,SF,27,IND,51,891,10.3,.606,.563,.199,1.3,7.1,4.2,6.5,0.6,0.6,9.0,15.2,1.0,0.8,1.8,.097,-0.3,-2.0,-2.4,-0.1
JaVale McGee,C,31,LAL,46,999,20.4,.608,.022,.244,11.7,20.2,16.1,5.3,1.3,7.6,14.4,19.8,1.4,1.9,3.2,.155,-1.6,3.4,1.8,1.0
Rodney McGruder,SG,27,MIA,47,1208,9.3,.513,.473,.130,3.6,11.4,7.5,11.8,1.1,0.6,12.3,16.0,0.3,1.1,1.4,.056,-1.6,-0.4,-2.0,0.0
Alfonzo McKinnie,SF,26,GSW,43,634,11.4,.558,.418,.153,9.9,17.1,13.7,3.3,0.7,1.3,9.0,14.9,0.7,0.5,1.2,.093,-0.9,-2.2,-3.1,-0.2
Ben McLemore,SG,25,SAC,19,158,10.6,.541,.641,.188,1.9,9.4,5.6,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,.056,-1.0,-2.6,-3.6,-0.1
Jordan McRae,SG,27,WAS,13,88,13.6,.527,.265,.265,3.7,11.6,7.5,8.3,2.2,1.0,7.3,19.9,0.0,0.1,0.1,.050,-2.7,-2.2,-4.8,-0.1
Salah Mejri,C,32,DAL,16,108,15.7,.587,.071,.286,12.3,25.2,18.9,8.3,0.9,2.3,11.3,14.0,0.2,0.1,0.4,.164,-1.7,1.0,-0.7,0.0
De'Anthony Melton,PG,20,PHO,33,675,9.7,.450,.399,.093,2.6,11.8,7.2,22.7,3.6,2.1,21.5,16.4,-0.7,0.6,-0.2,-0.011,-3.6,1.2,-2.4,-0.1
Chimezie Metu,PF,21,SAS,22,115,8.6,.413,.043,.362,7.7,18.0,12.9,13.0,2.1,1.5,18.1,25.4,-0.3,0.1,-0.2,-0.068,-7.5,-0.3,-7.8,-0.2
Khris Middleton,SF,27,MIL,49,1529,16.0,.565,.441,.223,1.7,16.5,9.6,19.2,1.6,0.2,12.8,23.8,1.7,2.4,4.1,.127,0.7,0.1,0.8,1.1
C.J. Miles,SF,31,TOR,38,540,7.4,.466,.660,.200,2.0,10.6,6.4,5.2,1.5,1.4,8.4,18.8,-0.3,0.6,0.2,.019,-2.6,-1.3,-3.9,-0.3
Darius Miller,SF,28,NOP,48,1201,8.4,.564,.766,.128,0.6,6.6,3.7,8.4,1.3,1.3,10.3,12.7,0.8,0.4,1.2,.049,0.2,-1.2,-0.9,0.3
Patty Mills,PG,30,SAS,54,1281,13.4,.582,.587,.185,1.4,9.4,5.5,17.0,1.4,0.6,12.3,17.6,1.7,0.9,2.5,.096,1.7,-1.6,0.1,0.7
Paul Millsap,PF,33,DEN,44,1130,18.2,.566,.214,.389,8.5,19.0,13.8,10.5,2.3,2.9,11.1,19.9,2.0,1.7,3.7,.155,0.5,1.7,2.2,1.2
Shake Milton,SG,22,PHI,13,126,15.0,.560,.543,.109,6.1,10.7,8.5,14.8,1.5,1.9,5.9,17.0,0.3,0.1,0.4,.143,1.4,-1.2,0.2,0.1
Nikola Mirotic,PF,27,NOP,32,925,17.9,.591,.568,.248,5.4,24.2,15.0,5.3,1.1,2.2,7.6,21.9,1.7,0.9,2.6,.135,1.7,-1.7,0.0,0.5
Donovan Mitchell,SG,22,UTA,50,1658,16.3,.521,.347,.253,2.2,10.4,6.3,21.4,2.2,0.9,11.4,31.4,0.1,2.3,2.4,.069,0.2,-0.3,-0.1,0.8
Naz Mitrou-Long,SG,25,UTA,10,39,-2.9,.313,.750,.000,0.0,5.6,2.8,13.4,0.0,0.0,27.3,12.1,-0.1,0.0,-0.1,-0.105,-8.3,-2.4,-10.7,-0.1
Malik Monk,SG,20,CHO,49,919,13.4,.535,.538,.188,1.0,9.2,5.1,15.5,1.4,1.2,12.0,25.7,0.1,0.6,0.7,.038,-0.1,-3.0,-3.1,-0.2
Greg Monroe,C,28,TOR,36,385,13.6,.482,.028,.393,15.7,23.9,19.9,5.6,1.5,1.7,14.6,22.1,-0.1,0.6,0.5,.065,-4.4,-0.5,-5.0,-0.3
E'Twaun Moore,SF,29,NOP,44,1294,11.4,.563,.314,.109,2.7,6.1,4.5,9.4,1.2,0.4,9.3,16.9,1.2,0.3,1.5,.057,0.0,-1.9,-1.8,0.1
Eric Moreland,PF,27,PHO,1,5,4.0,,,,0.0,68.5,33.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.076,-14.0,-3.9,-17.9,0.0
Jaylen Morris,SG,23,MIL,4,29,12.3,.460,.300,.200,0.0,16.8,8.9,18.1,3.2,0.0,8.4,17.3,0.0,0.1,0.1,.089,-3.7,0.9,-2.8,0.0
Marcus Morris,PF,29,BOS,48,1315,16.4,.609,.466,.203,3.5,20.2,11.8,7.8,1.1,1.1,9.5,20.9,2.2,1.9,4.1,.149,0.9,-0.7,0.2,0.7
Markieff Morris,PF,29,WAS,34,883,12.5,.543,.439,.223,5.0,17.0,10.9,9.8,1.3,1.9,11.5,19.7,0.4,0.6,1.0,.056,-1.1,-0.8,-1.9,0.0
Monte Morris,PG,23,DEN,52,1297,16.7,.575,.317,.106,1.9,9.7,5.8,22.4,1.9,0.1,6.9,16.9,3.1,1.1,4.2,.156,1.9,-1.4,0.5,0.8
Johnathan Motley,PF,23,LAC,12,83,18.5,.536,.045,.523,17.2,16.1,16.6,10.3,1.1,0.9,15.6,32.7,0.0,0.1,0.1,.053,-2.0,-3.2,-5.2,-0.1
Emmanuel Mudiay,PG,22,NYK,39,1036,15.9,.533,.275,.259,2.4,10.0,6.1,24.8,1.4,1.1,13.4,25.4,0.6,0.3,0.9,.042,0.4,-2.1,-1.6,0.1
Jamal Murray,PG,21,DEN,47,1574,15.4,.528,.328,.192,3.1,11.1,7.1,21.6,1.2,1.0,12.0,25.5,1.6,1.2,2.8,.085,0.5,-1.4,-0.9,0.5
Dzanan Musa,SG,19,BRK,7,26,5.6,.403,.429,.143,4.1,8.3,6.2,6.5,3.7,0.0,16.8,29.0,-0.1,0.0,-0.1,-0.171,-7.9,-2.2,-10.1,-0.1
Mike Muscala,PF,27,PHI,46,1009,10.6,.558,.716,.255,5.6,14.9,10.4,8.1,0.8,2.1,12.1,14.4,0.9,1.0,1.9,.090,-0.2,-0.3,-0.6,0.4
Sviatoslav Mykhailiuk,SF,21,LAL,38,408,5.7,.448,.651,.124,2.1,5.8,4.0,10.1,1.5,0.0,12.8,15.8,-0.4,0.3,-0.1,-0.009,-3.5,-1.9,-5.4,-0.4
Abdel Nader,SF,25,OKC,33,319,9.9,.554,.380,.139,1.9,17.0,9.4,3.8,1.0,0.5,10.2,16.3,0.1,0.4,0.5,.081,-4.0,-1.9,-5.9,-0.3
Larry Nance,C,26,CLE,43,1089,18.7,.581,.145,.318,9.1,24.9,16.7,18.0,2.8,2.3,14.6,15.2,2.0,0.9,3.0,.131,1.1,2.6,3.6,1.6
Shabazz Napier,PG,27,BRK,42,743,16.1,.546,.492,.344,1.9,9.1,5.5,19.9,2.2,1.4,12.0,24.6,0.9,0.8,1.6,.106,0.7,-1.1,-0.4,0.3
Raul Neto,PG,26,UTA,19,228,13.9,.617,.386,.200,1.0,12.9,6.9,25.3,1.7,0.0,19.1,17.7,0.3,0.3,0.6,.120,-0.8,-0.8,-1.5,0.0
Georges Niang,PF,25,UTA,40,303,11.5,.585,.686,.108,2.5,16.5,9.5,9.8,1.1,0.8,10.8,17.0,0.3,0.4,0.6,.102,-0.6,-0.8,-1.4,0.0
Joakim Noah,C,33,MEM,25,331,14.6,.518,.000,.446,10.5,29.3,19.6,15.7,1.7,4.1,19.7,18.8,0.0,0.6,0.6,.085,-4.6,3.5,-1.1,0.1
Nerlens Noel,C,24,OKC,47,675,19.9,.606,.000,.273,11.8,21.2,16.4,5.0,3.2,8.4,12.8,13.6,1.2,1.8,3.0,.212,-1.7,6.1,4.4,1.1
Dirk Nowitzki,PF,40,DAL,21,214,7.2,.464,.633,.122,0.0,18.1,9.3,4.9,0.2,2.3,5.0,19.9,-0.1,0.2,0.1,.015,-4.3,-2.2,-6.5,-0.2
Frank Ntilikina,PG,20,NYK,41,872,6.3,.419,.400,.102,1.2,9.0,4.9,19.2,1.7,1.4,15.8,16.6,-1.2,0.3,-0.8,-0.046,-4.1,-1.1,-5.2,-0.7
James Nunnally,SF,28,TOT,15,102,7.4,.503,.735,.118,0.0,5.4,2.6,9.7,0.5,0.0,2.7,15.3,0.1,0.0,0.1,.039,-1.5,-4.8,-6.3,-0.1
James Nunnally,SF,28,MIN,13,64,12.2,.593,.619,.190,0.0,6.8,3.3,11.1,0.8,0.0,4.2,15.6,0.1,0.0,0.1,.107,0.4,-4.1,-3.7,0.0
James Nunnally,SF,28,HOU,2,38,-0.7,.346,.923,.000,0.0,3.1,1.5,7.3,0.0,0.0,0.0,14.8,-0.1,0.0,-0.1,-0.077,-4.7,-5.9,-10.6,-0.1
Jusuf Nurkic,C,24,POR,51,1397,23.3,.561,.043,.442,13.6,26.2,20.0,17.8,1.9,4.6,14.7,24.5,2.9,2.5,5.4,.185,1.3,4.0,5.3,2.6
David Nwaba,SG,26,CLE,22,361,12.9,.532,.333,.514,3.6,16.1,9.6,6.6,1.9,1.7,6.5,16.8,0.3,0.1,0.5,.062,-1.6,-1.4,-3.0,-0.1
Royce O'Neale,SF,25,UTA,54,987,9.0,.568,.457,.159,1.9,17.8,9.9,10.0,1.7,1.3,17.7,11.7,0.2,1.5,1.6,.080,-2.7,2.2,-0.5,0.4
Kyle O'Quinn,C,28,IND,28,199,15.9,.510,.135,.135,9.7,26.9,18.5,22.7,0.7,6.8,17.8,20.8,0.1,0.4,0.5,.115,-2.8,4.2,1.3,0.2
Semi Ojeleye,PF,24,BOS,38,392,8.6,.526,.580,.179,4.3,11.8,8.0,4.1,0.7,0.5,9.0,14.6,0.1,0.4,0.5,.064,-2.5,-2.0,-4.5,-0.2
Jahlil Okafor,C,23,NOP,34,460,19.7,.611,.006,.263,12.0,21.6,16.9,5.4,0.8,4.3,11.1,20.2,0.9,0.4,1.4,.145,-0.9,-0.5,-1.4,0.1
Elie Okobo,PG,21,PHO,36,669,8.2,.484,.437,.141,1.3,10.9,6.1,19.7,1.6,0.6,16.6,17.5,-0.4,0.2,-0.2,-0.018,-3.3,-2.1,-5.4,-0.6
Josh Okogie,SG,20,MIN,44,968,7.9,.467,.446,.334,2.5,11.7,7.0,7.2,2.0,1.4,10.8,16.5,-0.5,0.8,0.3,.016,-2.9,-0.1,-3.0,-0.2
Victor Oladipo,SG,26,IND,36,1147,17.8,.519,.367,.240,2.1,17.2,9.8,25.1,2.6,0.9,11.2,27.7,0.6,2.0,2.6,.107,1.3,1.0,2.3,1.3
Kelly Olynyk,PF,27,MIA,48,968,14.8,.609,.640,.360,4.7,18.4,11.5,12.3,1.4,1.4,15.7,18.8,1.3,1.3,2.6,.127,0.8,0.1,0.9,0.7
Cedi Osman,SF,23,CLE,51,1608,10.8,.529,.437,.232,1.9,15.0,8.2,10.9,1.2,0.5,12.3,18.9,0.3,0.0,0.3,.009,-1.0,-1.9,-3.0,-0.4
Kelly Oubre,SF,23,TOT,52,1386,13.9,.540,.430,.282,3.6,15.1,9.2,5.9,1.8,2.8,9.3,22.4,0.4,0.9,1.3,.047,-1.6,-1.4,-3.0,-0.3
Kelly Oubre,SF,23,WAS,29,755,13.5,.545,.433,.279,3.4,15.7,9.4,3.9,1.7,2.3,8.1,21.1,0.3,0.6,0.9,.058,-1.8,-1.7,-3.5,-0.3
Kelly Oubre,SF,23,PHO,23,631,14.5,.534,.426,.285,3.9,14.3,9.0,8.2,1.8,3.4,10.6,23.9,0.1,0.4,0.4,.034,-1.3,-1.0,-2.3,-0.1
Zaza Pachulia,C,34,DET,41,610,15.4,.537,.030,.674,13.4,21.6,17.3,14.4,2.3,1.5,16.7,14.7,0.9,1.0,1.9,.150,-1.2,3.1,1.8,0.6
Jabari Parker,PF,23,CHI,39,1042,14.7,.543,.246,.233,4.3,20.9,12.6,13.8,1.1,1.2,14.1,25.2,-0.2,0.8,0.6,.028,-2.0,-0.8,-2.7,-0.2
Tony Parker,PG,36,CHO,45,828,15.6,.511,.103,.294,1.4,7.2,4.3,33.7,1.0,0.5,12.3,25.3,0.7,0.3,1.0,.060,-1.2,-3.7,-5.0,-0.6
Chandler Parsons,SF,30,MEM,3,46,7.0,.500,.588,.000,2.4,7.7,5.0,7.1,1.1,2.1,10.5,18.8,0.0,0.0,0.0,-0.003,-3.5,-2.0,-5.6,0.0
Patrick Patterson,PF,29,OKC,51,745,8.7,.501,.631,.149,4.9,12.0,8.4,4.8,0.8,1.3,8.0,12.3,0.4,0.8,1.2,.076,-2.5,-0.7,-3.2,-0.2
Chris Paul,PG,33,HOU,29,943,18.5,.553,.464,.281,2.0,12.3,7.0,38.3,3.1,0.7,17.0,22.4,1.8,0.8,2.6,.135,2.2,-0.9,1.3,0.8
Cameron Payne,PG,24,TOT,40,712,11.7,.519,.377,.184,2.0,9.2,5.5,22.5,1.9,1.1,15.7,17.7,0.1,0.4,0.5,.032,-2.0,-1.5,-3.5,-0.3
Cameron Payne,PG,24,CHI,31,536,10.5,.492,.351,.149,2.0,8.7,5.4,23.2,1.8,1.0,16.0,17.5,-0.1,0.3,0.2,.016,-2.9,-1.4,-4.3,-0.3
Cameron Payne,PG,24,CLE,9,176,15.5,.596,.455,.291,1.8,10.6,6.0,20.2,2.3,1.5,15.1,18.2,0.2,0.0,0.3,.080,0.6,-1.8,-1.1,0.0
Elfrid Payton,PG,24,NOP,19,512,12.7,.504,.216,.181,2.9,11.2,7.2,28.5,2.0,0.8,19.6,18.6,0.1,0.3,0.4,.041,-1.5,-0.7,-2.1,0.0
Gary Payton,PG,26,WAS,3,16,37.3,.688,.250,.000,6.7,7.1,6.9,46.1,8.9,5.4,11.1,24.1,0.1,0.0,0.1,.367,10.0,5.4,15.4,0.1
Theo Pinson,SG,23,BRK,10,135,8.9,.517,.581,.233,1.6,15.1,8.3,15.7,1.4,0.0,20.2,18.6,-0.1,0.1,0.1,.018,-3.3,-1.1,-4.4,-0.1
