Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Nerlens Noel,C,24,OKC,47,2,675,102,176,.580,0,0,,102,176,.580,.580,35,48,.729,78,137,215,25,47,68,29,107,239
Dirk Nowitzki,PF,40,DAL,21,0,214,31,90,.344,17,57,.298,14,33,.424,.439,9,11,.818,0,37,37,7,1,6,5,28,88
Frank Ntilikina,PG,20,NYK,41,16,872,94,275,.342,32,110,.291,62,165,.376,.400,21,28,.750,10,72,82,116,30,14,54,100,241
James Nunnally,SF,28,TOT,15,0,102,12,34,.353,8,25,.320,4,9,.444,.471,4,4,1.000,0,5,5,7,1,0,1,10,36
James Nunnally,SF,28,MIN,13,0,64,9,21,.429,5,13,.385,4,8,.500,.548,4,4,1.000,0,4,4,5,1,0,1,4,27
James Nunnally,SF,28,HOU,2,0,38,3,13,.231,3,12,.250,0,1,.000,.346,0,0,,0,1,1,2,0,0,0,6,9
Jusuf Nurkic,C,24,POR,51,51,1397,289,577,.501,3,25,.120,286,552,.518,.503,192,255,.753,175,355,530,163,55,80,119,169,773
David Nwaba,SG,26,CLE,22,6,361,47,105,.448,9,35,.257,38,70,.543,.490,34,54,.630,12,50,62,16,14,7,9,38,137
Royce O'Neale,SF,25,UTA,54,9,987,96,208,.462,37,95,.389,59,113,.522,.550,24,33,.727,17,162,179,71,36,16,48,103,253
Kyle O'Quinn,C,28,IND,28,0,199,35,74,.473,1,10,.100,34,64,.531,.480,9,10,.900,17,49,66,31,3,15,17,37,80
Semi Ojeleye,PF,24,BOS,38,2,392,47,112,.420,19,65,.292,28,47,.596,.504,14,20,.700,16,43,59,12,6,2,12,27,127
Jahlil Okafor,C,23,NOP,34,10,460,105,179,.587,0,1,.000,105,178,.590,.587,34,47,.723,51,97,148,17,8,24,25,60,244
Elie Okobo,PG,21,PHO,36,8,669,83,213,.390,28,93,.301,55,120,.458,.455,25,30,.833,8,64,72,92,23,5,45,83,219
Josh Okogie,SG,20,MIN,44,22,968,105,296,.355,33,132,.250,72,164,.439,.410,74,99,.747,23,104,127,51,40,16,41,100,317
Victor Oladipo,SG,26,IND,36,36,1147,249,588,.423,74,216,.343,175,372,.470,.486,103,141,.730,21,181,202,186,60,11,82,72,675
Kelly Olynyk,PF,27,MIA,48,5,968,142,311,.457,68,199,.342,74,112,.661,.566,87,112,.777,43,167,210,79,28,16,67,104,439
Cedi Osman,SF,23,CLE,51,50,1608,234,552,.424,78,241,.324,156,311,.502,.495,97,128,.758,29,207,236,115,39,9,85,133,643
Kelly Oubre,SF,23,TOT,52,7,1386,249,582,.428,79,250,.316,170,332,.512,.496,129,164,.787,46,184,230,53,51,46,67,135,706
Kelly Oubre,SF,23,WAS,29,7,755,132,305,.433,41,132,.311,91,173,.526,.500,68,85,.800,24,105,129,20,27,20,30,71,373
Kelly Oubre,SF,23,PHO,23,0,631,117,277,.422,38,118,.322,79,159,.497,.491,61,79,.772,22,79,101,33,24,26,37,64,333
Zaza Pachulia,C,34,DET,41,3,610,59,135,.437,0,4,.000,59,131,.450,.437,70,91,.769,79,116,195,61,29,11,35,100,188
Jabari Parker,PF,23,CHI,39,17,1042,220,464,.474,37,114,.325,183,350,.523,.514,79,108,.731,41,200,241,84,23,14,84,87,556
Tony Parker,PG,36,CHO,45,0,828,173,378,.458,9,39,.231,164,339,.484,.470,81,111,.730,11,55,66,176,17,5,60,46,436
Chandler Parsons,SF,30,MEM,3,3,46,7,17,.412,3,10,.300,4,7,.571,.500,0,0,,1,3,4,2,1,1,2,7,17
Patrick Patterson,PF,29,OKC,51,3,745,74,195,.379,42,123,.341,32,72,.444,.487,18,29,.621,36,86,122,28,13,12,18,36,208
Chris Paul,PG,33,HOU,29,29,943,153,360,.425,59,167,.353,94,193,.487,.507,82,101,.812,17,100,117,229,59,8,83,73,447
Cameron Payne,PG,24,TOT,40,13,712,96,223,.430,25,84,.298,71,139,.511,.487,33,41,.805,13,59,72,106,28,9,45,64,250
Cameron Payne,PG,24,CHI,31,12,536,69,168,.411,16,59,.271,53,109,.486,.458,22,25,.880,10,43,53,83,20,6,34,49,176
Cameron Payne,PG,24,CLE,9,1,176,27,55,.491,9,25,.360,18,30,.600,.573,11,16,.688,3,16,19,23,8,3,11,15,74
Elfrid Payton,PG,24,NOP,19,19,512,75,171,.439,13,37,.351,62,134,.463,.477,23,31,.742,14,56,70,111,22,5,45,37,186
Gary Payton,PG,26,WAS,3,0,16,5,8,.625,1,2,.500,4,6,.667,.688,0,0,,1,1,2,4,3,1,1,2,11
Theo Pinson,SG,23,BRK,10,0,135,16,43,.372,7,25,.280,9,18,.500,.453,10,10,1.000,2,19,21,15,4,0,12,8,49
Mason Plumlee,C,28,DEN,52,12,1026,162,270,.600,1,5,.200,161,265,.608,.602,71,132,.538,103,199,302,134,46,46,76,162,396
Miles Plumlee,C,30,ATL,18,0,173,32,48,.667,0,0,,32,48,.667,.667,16,30,.533,16,23,39,17,6,4,10,14,80
Jakob Poeltl,C,23,SAS,50,6,729,108,170,.635,0,0,,108,170,.635,.635,37,67,.552,103,129,232,61,9,33,35,77,253
Quincy Pondexter,SF,30,SAS,39,0,220,21,43,.488,6,16,.375,15,27,.556,.558,27,35,.771,7,31,38,18,9,1,10,19,75
Otto Porter,SF,25,WAS,40,27,1153,197,429,.459,65,172,.378,132,257,.514,.535,46,58,.793,38,185,223,78,63,20,39,75,505
Bobby Portis,PF,23,CHI,22,6,531,122,271,.450,27,72,.375,95,199,.477,.500,39,50,.780,46,115,161,29,11,8,29,61,310
Dwight Powell,C,27,DAL,48,0,798,148,255,.580,14,65,.215,134,190,.705,.608,96,130,.738,61,135,196,46,23,29,39,118,406
Norman Powell,SG,25,TOR,31,2,578,94,189,.497,32,80,.400,62,109,.569,.582,28,36,.778,4,55,59,47,23,7,28,53,248
Alex Poythress,PF,25,ATL,18,1,243,35,65,.538,7,18,.389,28,47,.596,.592,11,21,.524,24,35,59,13,3,8,10,39,88
Zhou Qi,PF,23,HOU,1,0,1,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2
Ivan Rabb,PF,21,MEM,23,0,194,37,61,.607,0,2,.000,37,59,.627,.607,15,22,.682,25,42,67,14,2,4,16,23,89
Chasson Randle,PG,25,WAS,22,0,339,43,96,.448,21,47,.447,22,49,.449,.557,23,34,.676,6,20,26,46,12,1,25,42,130
Julius Randle,C,24,NOP,47,27,1390,343,631,.544,28,88,.318,315,543,.580,.566,222,301,.738,100,339,439,139,28,28,121,162,936
J.J. Redick,SG,34,PHI,50,37,1553,308,691,.446,153,398,.384,155,293,.529,.556,147,163,.902,15,94,109,138,20,10,70,87,916
Davon Reed,SG,23,IND,6,0,15,1,3,.333,1,1,1.000,0,2,.000,.500,0,0,,0,1,1,2,0,0,1,1,3
Josh Richardson,SG,25,MIA,49,49,1695,290,721,.402,119,321,.371,171,400,.428,.485,148,171,.865,37,144,181,186,55,23,83,137,847
Malachi Richardson,SG,23,TOR,22,0,103,9,29,.310,8,25,.320,1,4,.250,.448,4,5,.800,2,11,13,0,1,0,8,13,30
Austin Rivers,SG-PG,26,TOT,49,15,1391,158,396,.399,73,229,.319,85,167,.509,.491,37,68,.544,20,103,123,127,32,17,51,144,426
Austin Rivers,SG,26,WAS,29,2,683,76,194,.392,33,106,.311,43,88,.489,.477,25,46,.543,11,60,71,58,18,10,36,72,210
Austin Rivers,PG,26,HOU,20,13,708,82,202,.406,40,123,.325,42,79,.532,.505,12,22,.545,9,43,52,69,14,7,15,72,216
Devin Robinson,SF,23,WAS,4,0,32,8,13,.615,0,0,,8,13,.615,.615,3,6,.500,2,5,7,2,3,1,0,2,19
Duncan Robinson,PF,24,MIA,4,0,29,2,6,.333,2,6,.333,0,0,,.500,0,0,,0,5,5,0,1,0,0,1,6
Glenn Robinson,SF,25,DET,31,17,424,44,117,.376,12,42,.286,32,75,.427,.427,27,33,.818,9,29,38,13,11,5,15,28,127
Jerome Robinson,SG,21,LAC,17,0,150,24,51,.471,12,30,.400,12,21,.571,.588,0,2,.000,3,14,17,3,2,2,2,22,60
Mitchell Robinson,C,20,NYK,36,12,618,83,121,.686,0,0,,83,121,.686,.686,23,49,.469,76,70,146,20,26,71,19,110,189
Rajon Rondo,PG,32,LAL,19,7,531,73,167,.437,16,43,.372,57,124,.460,.485,10,17,.588,13,87,100,147,19,2,45,48,172
Derrick Rose,PG,30,MIN,39,13,1121,278,581,.478,53,129,.411,225,452,.498,.524,105,123,.854,25,84,109,185,25,10,65,44,714
Terrence Ross,SG,27,ORL,53,0,1404,281,652,.431,124,329,.377,157,323,.486,.526,63,75,.840,19,154,173,82,49,20,55,87,749
Terry Rozier,PG,24,BOS,52,8,1195,165,435,.379,77,217,.355,88,218,.404,.468,51,63,.810,25,188,213,162,48,14,45,64,458
Ricky Rubio,PG,28,UTA,47,46,1348,210,522,.402,64,197,.325,146,325,.449,.464,121,142,.852,19,145,164,286,61,9,138,126,605
D'Angelo Russell,PG,22,BRK,53,53,1573,406,925,.439,143,382,.374,263,543,.484,.516,88,108,.815,29,168,197,341,61,16,154,90,1043
Domantas Sabonis,C,22,IND,50,5,1244,278,467,.595,7,11,.636,271,456,.594,.603,147,198,.742,132,332,464,138,34,24,108,158,710
Brandon Sampson,SG,21,CHI,2,0,25,2,4,.500,1,3,.333,1,1,1.000,.625,0,0,,0,3,3,1,0,0,0,3,5
Dario Saric,PF,24,TOT,51,14,1254,173,419,.413,67,199,.337,106,220,.482,.493,75,86,.872,73,212,285,76,27,6,59,114,488
Dario Saric,PF,24,PHI,13,13,396,48,132,.364,21,70,.300,27,62,.435,.443,27,30,.900,21,65,86,26,4,3,25,39,144
Dario Saric,PF,24,MIN,38,1,858,125,287,.436,46,129,.357,79,158,.500,.516,48,56,.857,52,147,199,50,23,3,34,75,344
Tomas Satoransky,SG,27,WAS,52,26,1243,149,304,.490,38,91,.418,111,213,.521,.553,67,84,.798,41,112,153,209,53,9,61,104,403
Dennis Schroder,PG,25,OKC,50,10,1428,294,695,.423,74,209,.354,220,486,.453,.476,119,143,.832,21,149,170,213,46,8,119,110,781
Mike Scott,PF,30,LAC,50,0,702,88,219,.402,49,128,.383,39,91,.429,.514,12,18,.667,23,141,164,41,17,8,25,85,237
Thabo Sefolosha,SF,34,UTA,26,0,289,29,58,.500,13,28,.464,16,30,.533,.612,8,14,.571,4,69,73,10,23,1,15,23,79
Wayne Selden,SG,24,TOT,46,4,754,100,238,.420,32,93,.344,68,145,.469,.487,33,45,.733,20,50,70,61,15,7,41,72,265
Wayne Selden,SG,24,MEM,32,0,455,65,161,.404,20,63,.317,45,98,.459,.466,22,29,.759,16,28,44,36,10,6,23,48,172
Wayne Selden,SG,24,CHI,14,4,299,35,77,.455,12,30,.400,23,47,.489,.532,11,16,.688,4,22,26,25,5,1,18,24,93
Collin Sexton,PG,20,CLE,53,43,1573,290,719,.403,49,128,.383,241,591,.408,.437,130,153,.850,37,123,160,148,27,3,118,129,759
Landry Shamet,SG,21,PHI,53,3,1074,151,339,.445,97,239,.406,54,100,.540,.588,44,54,.815,14,63,77,58,24,8,25,102,443
Iman Shumpert,SG,28,SAC,41,39,1064,128,340,.376,71,197,.360,57,143,.399,.481,34,41,.829,19,104,123,85,47,19,37,90,361
Pascal Siakam,PF,24,TOR,52,51,1635,313,557,.562,38,114,.333,275,443,.621,.596,137,172,.797,83,278,361,150,50,34,93,160,801
Ben Simmons,PG,22,PHI,52,52,1752,356,619,.575,0,1,.000,356,618,.576,.575,169,288,.587,118,372,490,419,68,40,179,131,881
Jonathon Simmons,SG,29,ORL,41,9,845,104,286,.364,19,83,.229,85,203,.419,.397,56,72,.778,23,77,100,95,18,14,56,68,283
Kobi Simmons,G,21,CLE,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Anfernee Simons,SG,19,POR,10,0,57,7,24,.292,0,8,.000,7,16,.438,.292,1,4,.250,0,7,7,4,0,0,6,3,15
Marcus Smart,SG,24,BOS,51,31,1364,133,330,.403,76,209,.364,57,121,.471,.518,66,84,.786,33,108,141,205,89,20,71,127,408
Dennis Smith,PG,21,DAL,32,32,908,157,357,.440,43,125,.344,114,232,.491,.500,57,82,.695,18,79,97,138,40,11,100,82,414
Ish Smith,PG,30,DET,26,0,591,91,225,.404,29,83,.349,62,142,.437,.469,12,18,.667,1,44,45,73,11,7,26,56,223
J.R. Smith,SG,33,CLE,11,4,222,27,79,.342,12,39,.308,15,40,.375,.418,8,10,.800,0,18,18,21,11,3,11,19,74
Jason Smith,C-PF,32,TOT,18,1,170,19,50,.380,7,19,.368,12,31,.387,.450,12,14,.857,14,34,48,13,3,7,12,27,57
Jason Smith,C,32,WAS,12,1,130,15,37,.405,4,10,.400,11,27,.407,.459,10,12,.833,11,26,37,12,1,5,7,21,44
Jason Smith,PF,32,MIL,6,0,40,4,13,.308,3,9,.333,1,4,.250,.423,2,2,1.000,3,8,11,1,2,2,5,6,13
Tony Snell,SG,27,MIL,51,6,874,114,247,.462,62,148,.419,52,99,.525,.587,33,37,.892,21,87,108,44,19,10,19,58,323
Ray Spalding,PF,21,DAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Omari Spellman,PF,21,ATL,35,10,592,71,178,.399,32,93,.344,39,85,.459,.489,26,36,.722,51,85,136,29,20,21,25,57,200
Nik Stauskas,SG,25,POR,44,0,673,96,229,.419,43,125,.344,53,104,.510,.513,32,36,.889,10,70,80,62,14,4,40,31,267
D.J. Stephens,SG,28,MEM,1,0,7,1,2,.500,0,0,,1,2,.500,.500,0,0,,0,0,0,0,1,0,1,0,2
Lance Stephenson,SG,28,LAL,52,0,830,149,334,.446,59,150,.393,90,184,.489,.534,34,53,.642,24,135,159,107,33,5,69,86,391
Edmond Sumner,PG,23,IND,13,2,105,8,32,.250,1,13,.077,7,19,.368,.266,3,7,.429,5,11,16,5,6,3,6,16,20
Caleb Swanigan,PF,21,POR,18,0,145,14,44,.318,1,5,.200,13,39,.333,.330,6,7,.857,13,39,52,7,4,0,16,22,35
Jayson Tatum,SF,20,BOS,52,52,1608,314,697,.451,85,226,.376,229,471,.486,.511,130,152,.855,52,267,319,96,51,41,77,109,843
Jeff Teague,PG,30,MIN,31,31,939,119,293,.406,28,82,.341,91,211,.431,.454,91,111,.820,11,64,75,250,35,13,72,65,357
Garrett Temple,SG,32,MEM,49,49,1530,166,387,.429,74,210,.352,92,177,.520,.525,57,76,.750,18,134,152,69,50,25,54,134,463
Milos Teodosic,PG,31,LAC,15,0,150,17,40,.425,10,27,.370,7,13,.538,.550,4,7,.571,3,13,16,32,3,1,21,27,48
Jared Terrell,SG,23,MIN,7,0,67,8,26,.308,4,11,.364,4,15,.267,.385,1,2,.500,1,2,3,7,3,1,7,8,21
Emanuel Terry,PF,22,PHO,2,0,20,4,6,.667,0,0,,4,6,.667,.667,1,2,.500,2,4,6,1,3,0,2,4,9
Daniel Theis,C,26,BOS,38,2,565,90,167,.539,16,41,.390,74,126,.587,.587,41,56,.732,58,96,154,42,12,22,21,102,237
Khyri Thomas,SG,22,DET,14,0,120,15,39,.385,9,22,.409,6,17,.353,.500,6,9,.667,2,10,12,4,4,4,3,11,45
Lance Thomas,PF,30,NYK,23,11,373,30,78,.385,6,30,.200,24,48,.500,.423,18,21,.857,11,47,58,11,15,6,13,44,84
Klay Thompson,SG,28,GSW,51,51,1743,436,938,.465,147,384,.383,289,554,.522,.543,94,116,.810,21,184,205,104,59,32,81,110,1113
Tristan Thompson,C,27,CLE,35,35,1043,173,329,.526,0,0,,173,329,.526,.526,55,85,.647,154,235,389,75,28,16,50,81,401
Sindarius Thornwell,SG,24,LAC,35,0,181,13,32,.406,2,10,.200,11,22,.500,.438,13,19,.684,2,25,27,10,4,2,13,29,41
Anthony Tolliver,PF,33,MIN,36,0,544,50,120,.417,41,106,.387,9,14,.643,.588,21,28,.750,11,69,80,20,11,10,19,49,162
Karl-Anthony Towns,C,23,MIN,52,52,1724,429,856,.501,91,242,.376,338,614,.550,.554,236,281,.840,176,454,630,166,50,96,147,195,1185
Gary Trent,SG,20,POR,7,0,33,5,17,.294,3,8,.375,2,9,.222,.382,1,4,.250,0,4,4,1,0,1,1,1,14
Allonzo Trier,SG,23,NYK,44,3,979,154,342,.450,28,75,.373,126,267,.472,.491,121,144,.840,24,107,131,90,20,14,80,72,457
P.J. Tucker,PF,33,HOU,52,52,1840,145,359,.404,94,255,.369,51,104,.490,.535,31,49,.633,76,243,319,65,81,23,45,162,415
Evan Turner,PG,30,POR,51,2,1228,165,351,.470,7,42,.167,158,309,.511,.480,54,78,.692,32,206,238,200,27,14,88,89,391
Myles Turner,C,22,IND,47,47,1330,249,492,.506,39,102,.382,210,390,.538,.546,81,114,.711,67,269,336,80,30,124,68,119,618
Ekpe Udoh,C,31,UTA,33,0,186,27,38,.711,0,0,,27,38,.711,.711,10,16,.625,11,26,37,13,3,17,8,23,64
Tyler Ulis,PG,23,CHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Jonas Valanciunas,C,26,TOR,30,10,564,149,259,.575,9,30,.300,140,229,.611,.593,77,94,.819,54,162,216,29,13,23,39,82,384
Jarred Vanderbilt,PF,19,DEN,1,0,4,0,0,,0,0,,0,0,,,1,2,.500,0,3,3,1,1,0,1,0,1
Fred VanVleet,PG,24,TOR,47,20,1261,172,428,.402,78,212,.368,94,216,.435,.493,69,83,.831,19,107,126,213,40,12,59,84,491
Noah Vonleh,PF,23,NYK,51,44,1358,155,340,.456,40,111,.360,115,229,.502,.515,90,126,.714,95,344,439,107,39,45,70,136,440
Nikola Vucevic,C,28,ORL,52,52,1630,454,871,.521,59,156,.378,395,715,.552,.555,110,142,.775,139,484,623,199,50,61,107,103,1077
Dwyane Wade,SG,37,MIA,41,0,1041,211,496,.425,50,152,.329,161,344,.468,.476,94,133,.707,35,116,151,177,27,19,94,69,566
Moritz Wagner,C,21,LAL,19,0,125,23,56,.411,10,27,.370,13,29,.448,.500,9,15,.600,8,23,31,8,3,3,9,16,65
Dion Waiters,SG,27,MIA,13,0,253,42,111,.378,17,63,.270,25,48,.521,.455,1,7,.143,1,28,29,32,7,1,12,10,102
Kemba Walker,PG,28,CHO,52,52,1783,443,1025,.432,165,460,.359,278,565,.492,.513,228,277,.823,27,194,221,292,62,27,133,82,1279
Lonnie Walker,SG,20,SAS,4,0,29,4,11,.364,2,4,.500,2,7,.286,.455,0,0,,0,7,7,1,1,1,1,3,10
John Wall,PG,28,WAS,32,32,1104,245,552,.444,51,169,.302,194,383,.507,.490,122,175,.697,15,101,116,279,49,29,121,71,663
Tyrone Wallace,PG,24,LAC,40,0,398,63,146,.432,2,13,.154,61,133,.459,.438,19,39,.487,16,47,63,21,16,7,17,54,147
Taurean Waller-Prince,SF,24,ATL,31,23,850,146,338,.432,63,175,.360,83,163,.509,.525,57,69,.826,14,105,119,59,33,11,63,88,412
Brad Wanamaker,PG,29,BOS,23,0,206,28,64,.438,15,28,.536,13,36,.361,.555,13,14,.929,2,20,22,33,9,1,13,15,84
T.J. Warren,SF,25,PHO,43,36,1360,297,611,.486,77,180,.428,220,431,.510,.549,101,124,.815,31,143,174,64,51,29,52,119,772
Julian Washburn,SF,27,MEM,3,0,21,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,4,5,0,0,0,0,2,0
Yuta Watanabe,SG,24,MEM,8,0,52,5,15,.333,1,5,.200,4,10,.400,.367,3,6,.500,0,10,10,3,1,1,3,2,14
Thomas Welsh,C,22,DEN,9,0,33,5,10,.500,3,7,.429,2,3,.667,.650,1,2,.500,0,4,4,4,0,0,1,2,14
Russell Westbrook,PG,30,OKC,43,43,1523,353,844,.418,49,197,.249,304,647,.470,.447,169,262,.645,62,407,469,468,97,15,193,147,924
Derrick White,PG,24,SAS,45,33,1138,167,334,.500,31,87,.356,136,247,.551,.546,67,87,.770,22,132,154,163,45,23,67,95,432
Okaro White,PF,26,WAS,3,0,6,0,2,.000,0,2,.000,0,0,,.000,0,0,,1,1,2,0,0,0,0,0,0
Hassan Whiteside,C,29,MIA,45,45,1146,247,452,.546,2,15,.133,245,437,.561,.549,74,178,.416,171,389,560,39,26,101,78,126,570
Andrew Wiggins,SF,23,MIN,48,48,1665,312,787,.396,77,229,.336,235,558,.421,.445,154,214,.720,54,166,220,110,52,26,89,98,855
Alan Williams,PF,26,BRK,2,0,10,3,5,.600,0,1,.000,3,4,.750,.600,2,4,.500,2,6,8,2,0,0,1,0,8
C.J. Williams,SG,28,MIN,8,0,65,7,16,.438,1,7,.143,6,9,.667,.469,0,0,,1,3,4,5,1,0,4,11,15
Johnathan Williams,C,23,LAL,7,0,89,11,20,.550,0,0,,11,20,.550,.550,1,5,.200,11,10,21,4,1,4,2,20,23
Kenrich Williams,SF,24,NOP,17,0,188,25,51,.490,8,20,.400,17,31,.548,.569,2,4,.500,9,38,47,10,1,3,8,23,60
Lou Williams,SG,32,LAC,47,0,1227,290,690,.420,63,178,.354,227,512,.443,.466,261,291,.897,20,121,141,251,32,6,111,45,904
Marvin Williams,PF,32,CHO,51,51,1435,187,440,.425,103,266,.387,84,174,.483,.542,46,64,.719,44,236,280,63,47,36,28,109,523
Robert Williams,C,21,BOS,22,0,198,28,37,.757,0,0,,28,37,.757,.757,6,10,.600,19,36,55,5,6,32,8,27,62
Troy Williams,SF,24,SAC,18,0,286,40,87,.460,14,41,.341,26,46,.565,.540,9,15,.600,9,46,55,10,10,8,8,34,103
D.J. Wilson,PF,22,MIL,23,0,417,55,112,.491,24,53,.453,31,59,.525,.598,9,20,.450,20,86,106,22,10,15,11,47,143
Justise Winslow,PF,22,MIA,46,33,1351,217,505,.430,66,171,.386,151,334,.452,.495,67,101,.663,44,197,241,190,45,14,100,116,567
Christian Wood,PF,23,MIL,7,0,41,9,19,.474,2,4,.500,7,15,.467,.526,5,6,.833,4,12,16,2,0,0,2,2,25
Delon Wright,PG,26,TOR,47,2,858,121,276,.438,30,87,.345,91,189,.481,.493,43,50,.860,37,81,118,102,42,15,37,52,315
Guerschon Yabusele,PF,23,BOS,29,0,164,21,47,.447,4,17,.235,17,30,.567,.489,9,12,.750,15,18,33,12,7,7,11,27,55
Nick Young,SG,33,DEN,4,0,37,3,9,.333,3,8,.375,0,1,.000,.500,0,0,,0,1,1,2,0,1,2,4,9
Thaddeus Young,PF,30,IND,52,52,1563,289,541,.534,26,77,.338,263,464,.567,.558,56,92,.609,126,204,330,102,80,24,67,125,660
Trae Young,PG,20,ATL,52,52,1564,305,742,.411,88,288,.306,217,454,.478,.470,182,227,.802,35,131,166,384,45,12,208,87,880
Cody Zeller,C,26,CHO,35,35,857,129,231,.558,5,16,.313,124,215,.577,.569,64,76,.842,72,146,218,74,25,28,45,113,327
Ante Zizic,C,22,CLE,37,10,585,100,190,.526,0,0,,100,190,.526,.526,53,73,.726,60,125,185,24,9,14,32,64,253
Ivica Zubac,C,21,LAL,32,11,497,108,188,.574,0,0,,108,188,.574,.574,57,66,.864,53,105,158,24,4,27,31,71,273
