Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Kevin Durant,SF,23,OKC,66,2546,26.2,.610,.265,.386,1.9,20.4,11.8,17.5,1.8,2.2,14.0,31.3,8.5,3.7,12.2,.230,4.7,0.5,5.2,4.6
Jerome Dyson,PG,24,NOH,9,180,11.3,.525,.167,.750,1.3,11.1,6.3,16.2,3.3,0.9,23.9,22.0,-0.1,0.2,0.1,.026,-3.6,0.5,-3.1,-0.1
Devin Ebanks,SG,22,LAL,24,396,8.3,.465,.101,.393,7.7,7.6,7.6,4.6,1.5,1.1,14.7,14.2,0.0,0.3,0.3,.033,-3.2,-0.2,-3.4,-0.1
Wayne Ellington,SG,24,MIN,51,973,9.4,.487,.358,.132,1.6,9.7,5.6,5.5,1.4,0.7,7.5,15.8,0.3,0.5,0.8,.041,-1.9,-0.7,-2.6,-0.2
Monta Ellis,SG,26,TOT,58,2120,17.5,.509,.193,.264,1.1,9.6,5.3,28.6,2.1,0.6,13.2,28.7,1.6,0.9,2.6,.059,1.3,-1.9,-0.6,0.8
Monta Ellis,SG,26,GSW,37,1365,18.6,.516,.222,.264,1.3,9.2,5.3,29.3,2.1,0.7,13.5,30.7,1.2,0.4,1.5,.054,2.0,-2.2,-0.3,0.6
Monta Ellis,SG,26,MIL,21,755,15.4,.493,.134,.265,0.6,10.4,5.3,27.3,2.0,0.6,12.6,25.0,0.5,0.6,1.1,.067,0.1,-1.3,-1.2,0.2
Francisco Elson,C,35,PHI,5,16,6.3,.333,.000,.000,0.0,7.0,3.5,8.8,3.3,4.7,25.0,11.7,0.0,0.0,0.0,-0.026,-8.6,4.3,-4.3,0.0
Andre Emmett,SF,29,NJN,6,45,13.3,.618,.143,1.143,5.0,10.6,7.7,3.6,2.4,1.7,16.0,12.7,0.1,0.0,0.1,.089,-2.3,-0.7,-2.9,0.0
Semih Erden,C,25,CLE,28,333,9.9,.538,.000,.554,6.6,18.5,12.3,4.6,1.6,1.1,14.8,14.6,0.2,0.2,0.4,.057,-3.7,-0.9,-4.7,-0.2
Jeremy Evans,SF,24,UTA,29,217,19.6,.632,.024,.381,9.9,16.6,13.2,9.1,1.5,8.8,9.3,11.2,0.6,0.3,0.9,.193,1.0,4.7,5.7,0.4
Maurice Evans,SF,33,WAS,24,343,9.0,.497,.402,.116,2.6,5.3,3.9,4.2,2.1,0.0,7.8,16.7,0.2,0.1,0.3,.041,-1.2,-2.6,-3.8,-0.2
Reggie Evans,PF,31,LAC,56,771,9.2,.504,.000,.986,15.3,26.7,20.9,3.1,2.2,0.6,29.9,8.8,0.2,1.0,1.3,.079,-3.3,1.1,-2.2,0.0
Tyreke Evans,SG,22,SAC,63,2162,16.4,.512,.110,.287,3.1,12.0,7.3,22.1,2.0,1.0,14.4,23.8,2.0,0.6,2.7,.059,0.5,-0.8,-0.3,0.9
Christian Eyenga,SF,22,TOT,7,102,4.8,.298,.120,.320,4.4,11.5,7.8,7.5,1.5,3.7,9.5,14.0,-0.2,0.1,-0.1,-0.061,-7.1,0.8,-6.3,-0.1
Christian Eyenga,SF,22,CLE,6,83,2.1,.208,.105,.316,4.0,12.8,8.2,7.2,1.9,3.7,8.5,12.8,-0.2,0.1,-0.2,-0.103,-8.5,1.3,-7.1,-0.1
Christian Eyenga,SF,22,LAL,1,19,16.7,.581,.167,.333,6.2,5.6,5.9,8.8,0.0,3.8,12.7,19.0,0.0,0.0,0.0,.122,-1.0,-1.8,-2.8,0.0
Kenneth Faried,PF,22,DEN,46,1037,21.9,.618,.000,.531,16.5,22.9,19.8,5.5,1.7,3.6,12.4,18.7,3.2,1.3,4.6,.212,2.3,1.0,3.4,1.4
Jordan Farmar,PG,25,NJN,39,831,17.4,.592,.397,.200,1.0,7.8,4.3,29.0,1.5,0.2,16.6,22.6,1.8,0.0,1.8,.104,2.4,-4.1,-1.8,0.1
Derrick Favors,PF,20,UTA,65,1376,17.1,.537,.000,.436,13.0,22.5,17.7,5.0,1.4,3.8,16.3,20.7,1.4,1.6,3.0,.105,-1.3,0.5,-0.8,0.4
Raymond Felton,PG,27,POR,60,1906,13.4,.491,.316,.193,1.6,7.6,4.6,33.3,2.2,0.4,19.6,20.8,0.7,1.0,1.7,.042,-0.1,-1.8,-1.8,0.1
Rudy Fernandez,SG,26,DEN,31,710,13.3,.549,.542,.191,1.5,8.9,5.3,15.9,2.2,0.3,14.1,17.8,0.8,0.4,1.2,.083,1.5,-1.1,0.4,0.4
Kyrylo Fesenko,C,25,IND,3,17,29.8,.524,.000,1.200,13.3,46.0,29.8,9.5,6.2,0.0,0.0,20.4,0.1,0.1,0.1,.374,1.9,3.1,5.0,0.0
Landry Fields,SG,23,NYK,66,1894,12.0,.506,.236,.267,3.6,13.5,8.5,14.5,2.1,0.7,15.1,16.0,0.8,2.6,3.4,.085,-1.1,1.5,0.4,1.2
Derek Fisher,PG,37,TOT,63,1508,8.0,.464,.313,.193,0.9,7.7,4.5,16.7,1.8,0.2,16.2,13.6,0.1,1.1,1.2,.038,-2.3,-0.7,-3.0,-0.4
Derek Fisher,PG,37,LAL,43,1101,8.8,.479,.308,.221,1.1,8.0,4.7,19.2,1.9,0.2,18.1,13.4,0.2,0.9,1.1,.048,-2.0,-0.4,-2.4,-0.1
Derek Fisher,PG,37,OKC,20,407,5.9,.429,.324,.130,0.6,7.1,4.1,10.1,1.4,0.2,11.6,14.3,-0.2,0.2,0.1,.011,-3.1,-1.5,-4.6,-0.3
Jonny Flynn,PG,22,TOT,29,416,11.2,.442,.260,.298,2.2,8.8,5.5,35.7,0.8,0.4,19.5,20.2,0.0,0.1,0.1,.012,-2.6,-3.6,-6.2,-0.4
Jonny Flynn,PG,22,HOU,11,135,8.8,.392,.220,.341,0.9,6.1,3.4,30.2,1.2,0.6,16.0,18.9,-0.1,0.1,0.0,-0.006,-4.3,-3.5,-7.8,-0.2
Jonny Flynn,PG,22,POR,18,281,12.3,.465,.278,.278,2.8,10.2,6.4,38.3,0.6,0.3,21.1,20.8,0.1,0.1,0.1,.020,-1.8,-3.6,-5.4,-0.2
Jeff Foote,C,24,NOH,4,39,-0.9,.333,.000,.000,3.1,15.0,9.2,0.0,0.0,2.1,25.0,9.7,-0.1,0.0,-0.1,-0.079,-9.9,-2.0,-12.0,-0.1
Gary Forbes,SG,26,TOR,48,713,13.3,.513,.306,.336,4.5,12.2,8.4,13.7,1.8,0.5,14.8,24.1,0.1,0.7,0.8,.053,-0.8,-1.3,-2.2,0.0
T.J. Ford,PG,28,SAS,14,191,11.0,.519,.186,.326,1.8,8.8,5.4,32.7,2.4,0.8,31.9,17.2,0.0,0.2,0.2,.053,-3.1,-0.6,-3.6,-0.1
Courtney Fortson,PG,23,TOT,10,95,9.9,.453,.406,.469,7.4,11.2,9.3,16.1,1.7,0.0,20.6,23.4,-0.1,0.1,0.0,-0.019,-2.8,-2.0,-4.8,-0.1
Courtney Fortson,PG,23,LAC,4,46,11.4,.533,.333,.750,10.2,10.5,10.3,16.6,0.0,0.0,23.9,21.0,0.0,0.0,0.0,.030,-1.5,-3.1,-4.6,0.0
Courtney Fortson,PG,23,HOU,6,49,8.5,.398,.450,.300,4.7,12.0,8.3,15.6,3.2,0.0,18.1,25.6,-0.1,0.1,-0.1,-0.065,-4.1,-1.0,-5.1,0.0
Jeff Foster,C,35,IND,11,141,11.1,.569,.056,.500,14.5,19.0,16.7,4.2,3.0,0.6,24.2,9.3,0.2,0.2,0.4,.134,-0.6,1.7,1.1,0.1
Randy Foye,SG,28,LAC,65,1682,13.5,.522,.511,.132,1.7,8.1,4.9,14.2,1.5,1.2,9.7,20.7,2.4,0.8,3.2,.092,1.4,-1.7,-0.3,0.7
Jimmer Fredette,PG,22,SAC,61,1135,10.8,.495,.484,.108,1.6,5.7,3.5,15.1,1.3,0.2,12.5,20.4,0.5,-0.2,0.3,.012,-0.4,-4.0,-4.4,-0.7
Channing Frye,PF,28,PHO,64,1669,14.9,.519,.429,.134,4.8,20.6,12.8,8.3,1.3,3.0,8.8,19.3,1.8,1.9,3.7,.106,0.7,1.2,1.9,1.7
Dan Gadzuric,C,33,NYK,2,13,-4.3,.000,.000,1.000,8.8,35.9,22.2,0.0,4.0,6.1,25.8,13.4,-0.1,0.0,0.0,-0.169,-16.8,2.7,-14.0,0.0
Sundiata Gaines,SG,25,NJN,57,793,15.0,.465,.303,.354,3.8,12.2,7.9,27.2,3.7,0.2,14.2,21.1,0.4,0.6,1.0,.059,-0.2,-0.6,-0.8,0.2
Danilo Gallinari,SF,23,DEN,43,1351,16.5,.563,.393,.448,2.5,14.6,8.7,13.0,1.6,1.3,10.9,20.7,2.9,1.0,3.9,.140,2.3,-0.2,2.1,1.4
Francisco Garcia,SF,30,SAC,49,798,10.7,.483,.572,.131,1.4,12.7,6.8,5.8,2.3,3.4,8.3,14.4,0.3,0.5,0.8,.048,-1.6,0.4,-1.2,0.2
Kevin Garnett,C,35,BOS,60,1864,20.4,.550,.012,.243,4.4,25.8,15.6,17.9,1.6,2.5,11.1,24.9,2.6,4.3,6.9,.178,0.2,3.3,3.6,2.6
Marc Gasol,C,27,MEM,65,2370,18.4,.541,.016,.428,5.8,23.1,14.3,14.1,1.4,4.1,12.1,19.1,4.2,4.0,8.2,.166,0.3,3.6,3.9,3.5
Pau Gasol,PF,31,LAL,65,2430,20.4,.547,.029,.285,8.8,21.8,15.6,17.2,0.8,2.6,12.1,22.1,5.2,3.1,8.3,.165,1.7,2.0,3.7,3.5
Rudy Gay,SF,25,MEM,65,2422,17.8,.521,.162,.246,6.1,14.1,10.1,10.8,2.1,1.8,12.0,25.1,2.8,3.3,6.0,.120,1.0,0.8,1.8,2.3
Alonzo Gee,SG,24,CLE,63,1827,13.2,.516,.249,.385,6.1,14.3,10.0,10.6,2.4,0.7,15.0,18.7,1.2,1.2,2.4,.063,-0.5,0.1,-0.5,0.7
Paul George,SG,21,IND,66,1958,16.5,.555,.366,.285,3.2,17.9,10.6,13.6,2.9,1.5,14.0,19.3,2.8,3.2,6.0,.148,1.9,1.9,3.9,2.9
Daniel Gibson,SG,25,CLE,35,916,9.2,.493,.560,.173,1.3,11.6,6.3,13.5,1.5,1.3,14.4,15.3,0.2,0.3,0.5,.028,-1.3,-0.8,-2.2,0.0
Taj Gibson,PF,26,CHI,63,1284,16.9,.522,.000,.334,12.0,16.8,14.4,5.9,1.1,4.5,11.5,18.6,1.8,2.6,4.5,.167,-1.1,2.3,1.2,1.0
Manu Ginobili,SG,34,SAS,34,792,24.1,.668,.442,.354,2.7,13.9,8.4,30.3,1.6,1.1,16.3,22.7,3.4,0.9,4.2,.257,6.5,-0.1,6.4,1.7
Mickell Gladness,PF,25,TOT,26,252,9.5,.436,.000,.203,6.4,19.8,13.2,2.9,0.8,6.1,9.8,13.1,-0.1,0.2,0.2,.029,-5.9,1.1,-4.8,-0.2
Mickell Gladness,PF,25,MIA,8,28,1.8,.333,.000,.000,4.4,41.1,23.5,9.8,1.9,2.9,50.0,9.9,-0.1,0.1,0.0,-0.004,-9.9,4.6,-5.2,0.0
Mickell Gladness,PF,25,GSW,18,224,10.5,.441,.000,.214,6.6,17.2,11.9,2.0,0.7,6.5,6.1,13.4,0.0,0.2,0.2,.033,-5.4,0.6,-4.8,-0.2
Ryan Gomes,SF,29,LAC,32,425,4.4,.371,.305,.116,3.9,13.3,8.5,4.1,2.0,0.0,13.1,12.5,-0.5,0.3,-0.2,-0.021,-5.0,-0.4,-5.4,-0.4
Drew Gooden,C,30,MIL,56,1469,18.8,.512,.084,.317,9.5,18.0,13.6,16.5,1.6,1.7,12.7,25.7,2.0,1.5,3.6,.116,0.7,0.3,1.0,1.1
Ben Gordon,SG,28,DET,52,1398,13.5,.549,.277,.257,1.2,9.5,5.2,16.5,1.3,0.6,16.3,23.3,1.0,0.7,1.7,.058,0.0,-2.4,-2.4,-0.1
Eric Gordon,PG,23,NOH,9,310,19.2,.549,.286,.464,0.8,8.7,4.8,19.3,2.3,1.1,12.5,29.4,0.5,0.3,0.7,.115,2.2,-1.8,0.3,0.2
Marcin Gortat,C,27,PHO,66,2114,21.2,.578,.003,.326,10.0,25.0,17.6,4.8,1.2,3.4,9.3,20.8,4.9,2.7,7.6,.172,0.8,1.2,2.0,2.1
Andrew Goudelock,SG,23,LAL,40,419,8.4,.488,.431,.069,1.4,6.6,4.1,8.0,0.5,0.0,10.5,21.9,0.0,0.1,0.1,.011,-2.3,-4.3,-6.6,-0.5
Danny Granger,SF,28,IND,62,2062,18.6,.542,.343,.309,4.3,12.3,8.4,9.7,1.6,1.5,9.3,25.9,4.5,2.2,6.7,.155,3.1,-1.2,1.9,2.0
Aaron Gray,C,27,TOR,49,813,11.1,.526,.000,.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,.082,-3.5,1.5,-2.0,0.0
Danny Green,SG,24,SAS,66,1522,15.5,.579,.491,.210,4.2,12.9,8.6,8.3,2.0,2.2,11.4,17.6,2.5,2.0,4.5,.142,2.0,1.2,3.2,2.0
Gerald Green,SF,26,NJN,31,781,15.8,.574,.344,.203,2.2,14.2,8.0,8.5,1.9,1.7,13.6,23.6,0.8,0.4,1.2,.072,0.2,-1.8,-1.6,0.1
Willie Green,SG,30,ATL,53,922,13.9,.578,.348,.172,1.9,8.2,5.1,7.4,1.3,0.5,8.6,19.5,1.4,0.9,2.4,.122,0.3,-2.0,-1.7,0.1
Donte Greene,PF,23,SAC,53,777,11.8,.491,.395,.207,2.6,16.9,9.4,6.8,1.2,2.7,9.9,18.0,0.3,0.3,0.7,.041,-2.3,-1.3,-3.6,-0.3
Blake Griffin,PF,22,LAC,66,2392,23.4,.557,.016,.458,10.7,25.1,17.8,16.6,1.2,1.7,10.9,26.6,6.6,2.6,9.2,.185,3.1,1.1,4.1,3.7
Hamed Haddadi,C,26,MEM,35,206,16.3,.589,.021,.542,15.6,24.9,20.1,6.1,0.3,10.3,26.1,17.7,0.1,0.4,0.6,.131,-3.5,4.1,0.6,0.1
Jordan Hamilton,SF,21,DEN,26,258,13.9,.508,.423,.045,5.1,22.4,14.0,12.6,0.8,0.9,12.4,22.3,0.1,0.2,0.3,.055,-0.6,-1.8,-2.4,0.0
Richard Hamilton,SG,33,CHI,28,697,13.2,.500,.148,.119,3.3,7.2,5.3,21.0,0.9,0.1,13.1,24.5,0.5,0.8,1.3,.092,-0.4,-1.7,-2.1,0.0
Tyler Hansbrough,PF,26,IND,66,1442,14.7,.511,.002,.580,8.9,13.7,11.3,3.5,2.0,0.5,9.8,20.9,2.2,1.7,3.9,.129,-1.3,-1.5,-2.7,-0.3
Luke Harangody,PF,24,CLE,21,231,10.4,.427,.323,.185,9.5,16.9,13.0,4.3,1.4,1.0,5.4,14.5,0.1,0.1,0.2,.046,-2.7,-1.9,-4.6,-0.2
James Harden,SG,22,OKC,62,1946,21.1,.660,.464,.587,1.9,12.2,7.4,19.3,1.6,0.6,14.8,21.6,7.5,1.8,9.3,.230,5.6,-1.1,4.5,3.2
Justin Harper,PF,22,ORL,14,84,1.7,.318,.419,.032,4.1,12.5,8.2,3.9,1.3,2.8,16.0,20.9,-0.3,0.1,-0.3,-0.145,-8.9,-0.9,-9.8,-0.2
Josh Harrellson,PF,22,NYK,37,540,13.7,.505,.396,.174,10.0,21.0,15.4,3.3,2.2,3.0,11.1,15.0,0.4,1.0,1.4,.127,-1.6,1.2,-0.4,0.2
Al Harrington,PF,31,DEN,64,1761,15.3,.535,.392,.228,4.9,20.4,12.9,8.2,1.7,0.5,11.6,24.4,1.6,1.6,3.2,.088,0.8,-1.3,-0.5,0.6
Devin Harris,PG,28,UTA,63,1741,16.0,.564,.393,.386,0.8,6.7,3.7,28.3,1.9,0.6,16.1,19.5,3.3,0.8,4.2,.115,2.7,-2.4,0.3,1.0
Manny Harris,SG,22,CLE,26,456,11.7,.492,.240,.393,2.6,15.3,8.7,11.8,1.5,1.0,13.3,20.0,0.1,0.2,0.3,.030,-2.7,-1.5,-4.3,-0.3
Terrel Harris,SG,24,MIA,22,318,6.7,.434,.470,.253,7.0,11.9,9.6,12.2,1.5,0.5,21.3,17.1,-0.3,0.4,0.1,.011,-3.0,-0.5,-3.4,-0.1
Tobias Harris,SF,19,MIL,42,479,14.2,.540,.136,.320,6.7,16.8,11.6,7.4,1.4,1.1,13.9,20.6,0.4,0.4,0.9,.087,-2.0,-1.5,-3.5,-0.2
Udonis Haslem,PF,31,MIA,64,1589,10.9,.479,.000,.286,9.1,25.6,17.7,4.0,1.2,1.2,13.0,13.5,0.7,2.8,3.5,.106,-3.5,0.7,-2.8,-0.3
Spencer Hawes,C,23,PHI,37,920,18.1,.517,.038,.172,9.4,23.3,16.3,17.6,0.9,3.9,13.8,20.3,1.1,1.9,2.9,.152,-0.6,3.3,2.7,1.1
Chuck Hayes,C,28,SAC,54,1039,8.9,.459,.012,.229,7.3,18.0,12.4,10.4,1.8,1.2,21.1,9.9,0.1,0.5,0.6,.028,-3.1,1.3,-1.8,0.1
Gordon Hayward,SF,21,UTA,66,2015,15.5,.568,.271,.396,3.3,9.9,6.6,15.9,1.4,1.6,13.7,17.8,3.8,1.0,4.9,.116,2.0,-0.1,1.9,2.0
Lazar Hayward,SF,25,OKC,26,141,3.1,.427,.368,.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,-0.2,0.1,-0.1,-0.040,-5.6,-2.4,-8.0,-0.2
Brendan Haywood,C,32,DAL,54,1146,12.9,.520,.000,.421,13.7,18.0,15.9,2.6,1.1,3.8,14.5,12.8,1.1,1.6,2.7,.114,-2.4,1.9,-0.5,0.4
Gerald Henderson,SG,24,CHA,55,1831,14.0,.511,.065,.282,3.9,10.5,7.0,13.5,1.4,0.8,11.0,23.0,0.8,0.2,1.0,.026,-0.7,-1.9,-2.6,-0.3
Xavier Henry,SG,20,NOH,45,759,9.2,.450,.075,.373,3.8,12.7,8.3,7.6,1.9,0.9,11.7,18.7,-0.4,0.7,0.2,.015,-4.2,-0.5,-4.6,-0.5
Roy Hibbert,C,25,IND,65,1937,19.3,.539,.001,.358,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,3.2,3.0,6.2,.154,0.5,2.4,3.0,2.4
J.J. Hickson,PF,23,TOT,54,1244,14.9,.501,.005,.342,11.7,19.0,15.2,5.9,1.2,2.1,13.4,18.7,0.9,0.8,1.7,.066,-2.0,-0.5,-2.4,-0.1
J.J. Hickson,PF,23,SAC,35,644,9.9,.416,.006,.335,10.9,19.7,15.1,5.0,1.4,1.9,16.4,16.0,-0.5,0.3,-0.1,-0.009,-4.8,-0.5,-5.3,-0.5
J.J. Hickson,PF,23,POR,19,600,20.2,.568,.005,.347,12.6,18.3,15.4,6.9,1.1,2.3,10.9,21.6,1.4,0.5,1.8,.147,1.0,-0.4,0.6,0.4
Cory Higgins,PG,22,CHA,38,423,4.1,.402,.125,.375,1.8,7.9,4.7,15.0,0.6,1.1,17.3,24.6,-1.2,-0.1,-1.3,-0.150,-7.4,-4.1,-11.6,-1.0
Nene Hilario,C,29,TOT,39,1110,18.6,.573,.010,.427,6.7,23.3,15.1,12.0,1.9,2.7,17.1,22.6,1.3,1.4,2.7,.117,-0.6,1.7,1.1,0.9
Nene Hilario,C,29,DEN,28,826,16.7,.554,.007,.473,6.3,22.6,14.7,11.7,2.2,2.4,18.5,22.5,0.5,1.1,1.6,.092,-1.4,2.1,0.7,0.6
Nene Hilario,C,29,WAS,11,284,24.2,.624,.018,.313,7.9,25.3,16.5,12.8,1.1,3.5,13.0,23.1,0.8,0.3,1.1,.191,1.8,0.6,2.4,0.3
George Hill,PG,25,IND,50,1274,15.7,.557,.387,.308,2.8,10.5,6.7,18.8,1.7,1.1,10.8,17.2,2.8,1.3,4.0,.152,2.6,-0.3,2.3,1.4
Grant Hill,SF,39,PHO,49,1378,12.3,.500,.118,.242,2.4,11.5,7.0,12.1,1.5,1.5,11.5,18.6,0.6,0.9,1.6,.055,-1.2,0.7,-0.5,0.5
Jordan Hill,C,24,TOT,39,551,15.8,.522,.018,.285,12.8,26.3,19.5,4.7,1.3,3.6,14.3,17.9,0.5,0.8,1.4,.118,-2.8,0.8,-2.1,0.0
Jordan Hill,C,24,HOU,32,469,15.1,.529,.022,.289,11.5,27.0,19.2,4.7,1.0,3.4,13.6,17.1,0.5,0.7,1.1,.118,-2.8,0.6,-2.3,0.0
Jordan Hill,C,24,LAL,7,82,19.3,.492,.000,.267,20.0,22.1,21.1,4.2,3.2,5.3,17.3,22.6,0.0,0.2,0.2,.120,-2.7,1.9,-0.8,0.0
Kirk Hinrich,SG,31,ATL,48,1237,9.2,.511,.461,.108,1.1,8.5,4.8,16.3,1.6,0.7,15.8,13.9,0.4,1.4,1.8,.069,-1.4,-0.1,-1.4,0.2
Darington Hobson,SG,24,MIL,5,39,-3.3,.154,.462,.000,0.0,8.7,4.2,20.9,0.0,0.0,13.3,16.9,-0.2,0.0,-0.2,-0.225,-9.9,-4.3,-14.1,-0.1
Jrue Holiday,PG,21,PHI,65,2196,14.7,.496,.205,.144,2.9,7.9,5.4,21.6,2.5,0.6,13.2,21.8,0.9,3.3,4.2,.092,0.2,0.6,0.9,1.6
Ryan Hollins,C,27,TOT,39,522,6.9,.560,.000,.893,7.4,10.7,9.0,2.7,0.5,2.5,23.0,13.4,-0.1,0.3,0.2,.023,-4.6,-0.6,-5.1,-0.4
Ryan Hollins,C,27,CLE,24,362,7.0,.555,.000,.982,7.6,10.1,8.8,2.6,0.6,2.5,23.0,12.9,0.0,0.1,0.1,.013,-4.4,-0.9,-5.4,-0.3
Ryan Hollins,C,27,BOS,15,160,6.8,.571,.000,.714,7.0,12.0,9.6,3.0,0.3,2.4,23.0,14.3,-0.1,0.2,0.1,.044,-5.0,0.3,-4.7,-0.1
Tyler Honeycutt,SF,21,SAC,15,88,10.4,.382,.125,.208,3.6,14.4,8.7,11.5,2.3,2.5,7.1,13.9,0.0,0.1,0.0,.013,-4.3,0.3,-4.0,0.0
Al Horford,C,25,ATL,11,348,19.0,.585,.010,.291,8.8,17.1,13.0,11.7,1.5,3.1,12.1,17.9,0.8,0.6,1.3,.180,0.5,2.3,2.8,0.4
Dennis Horner,PF,23,NJN,8,22,6.6,.434,.250,1.000,10.3,16.3,13.2,0.0,0.0,0.0,14.8,14.1,0.0,0.0,0.0,-0.012,-6.8,-6.7,-13.6,-0.1
Dwight Howard,C,26,ORL,54,2070,24.2,.569,.010,.788,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,3.3,4.4,7.7,.179,0.1,3.7,3.8,3.0
Josh Howard,SF,31,UTA,43,991,10.5,.461,.102,.269,4.5,13.9,9.2,7.9,1.7,0.8,11.6,20.7,-0.2,0.7,0.5,.025,-2.6,-0.9,-3.4,-0.4
Juwan Howard,PF,38,MIA,28,190,3.6,.354,.000,.182,11.8,17.6,14.8,7.8,1.1,0.4,25.2,19.4,-0.6,0.3,-0.3,-0.076,-8.1,-0.8,-8.9,-0.3
Lester Hudson,PG,27,TOT,16,334,13.9,.483,.395,.253,2.3,13.8,7.8,20.6,2.2,0.7,15.1,28.6,-0.1,0.2,0.1,.012,-0.4,-2.2,-2.7,-0.1
Lester Hudson,PG,27,CLE,13,314,14.7,.492,.404,.252,2.4,14.7,8.3,21.4,2.3,0.7,15.2,28.3,0.0,0.2,0.2,.026,0.2,-1.8,-1.6,0.0
Lester Hudson,PG,27,MEM,3,20,0.4,.365,.273,.273,0.0,0.0,0.0,8.2,0.0,0.0,14.0,32.4,-0.1,0.0,-0.1,-0.207,-10.2,-9.0,-19.1,-0.1
Larry Hughes,PG,33,ORL,9,114,-4.8,.262,.318,.091,1.0,4.1,2.5,9.2,0.9,0.0,34.4,14.3,-0.5,0.0,-0.5,-0.193,-10.2,-1.2,-11.4,-0.3
Kris Humphries,PF,26,NJN,62,2162,17.9,.539,.000,.414,12.2,24.8,18.3,7.4,1.2,2.6,13.0,19.3,3.6,1.7,5.3,.118,-0.6,0.4,-0.2,1.0
Serge Ibaka,PF,22,OKC,66,1792,19.0,.556,.006,.241,13.2,18.2,15.9,2.5,1.0,9.8,12.7,15.7,3.0,3.2,6.2,.167,-0.9,3.8,3.0,2.2
Andre Iguodala,SF,28,PHI,62,2209,17.6,.537,.305,.310,2.8,16.4,9.6,23.7,2.6,1.0,13.8,17.7,3.1,4.2,7.3,.158,1.7,2.7,4.4,3.6
Ersan Ilyasova,PF,24,MIL,60,1655,20.5,.577,.188,.307,12.7,22.8,17.6,7.0,1.3,2.0,10.1,20.1,4.4,2.0,6.4,.185,2.2,-0.2,2.0,1.7
Kyrie Irving,PG,19,CLE,51,1558,21.4,.566,.245,.262,3.1,11.2,7.0,36.5,1.8,1.0,16.1,28.7,3.4,0.6,4.1,.125,4.9,-1.7,3.3,2.1
Royal Ivey,SG,30,OKC,34,354,4.7,.464,.726,.110,0.3,6.9,3.9,4.1,2.0,0.0,10.5,10.9,-0.1,0.3,0.2,.025,-1.9,-1.2,-3.1,-0.1
Jarrett Jack,PG,28,NOH,45,1530,17.9,.540,.192,.254,1.8,11.7,6.8,34.0,1.1,0.5,14.1,23.3,2.9,0.9,3.8,.119,2.6,-1.4,1.2,1.2
Reggie Jackson,PG,21,OKC,45,501,9.2,.408,.390,.182,3.4,8.3,6.0,21.2,2.6,0.1,17.3,18.7,-0.4,0.5,0.1,.011,-2.6,-1.3,-3.9,-0.2
Stephen Jackson,SF,33,TOT,47,1212,10.7,.485,.400,.268,2.0,13.1,7.6,14.6,2.3,0.8,17.8,21.3,-0.7,1.3,0.6,.025,-1.7,0.1,-1.6,0.1
Stephen Jackson,SF,33,MIL,26,712,8.9,.459,.397,.221,2.4,10.5,6.4,16.6,1.9,0.6,18.1,22.5,-0.8,0.5,-0.3,-0.019,-2.3,-1.1,-3.4,-0.3
Stephen Jackson,SF,33,SAS,21,500,13.1,.529,.405,.353,1.4,16.9,9.3,11.8,2.9,1.0,17.3,19.5,0.1,0.8,0.9,.086,-0.8,1.8,0.9,0.4
Damion James,SF,24,NJN,7,170,6.1,.422,.029,.343,4.6,18.3,11.3,2.8,2.2,3.2,23.0,14.1,-0.3,0.1,-0.2,-0.043,-7.3,1.1,-6.3,-0.2
LeBron James,SF,27,MIA,62,2326,30.7,.605,.127,.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,10.0,4.5,14.5,.298,8.3,2.7,11.0,7.6
Mike James,PG,36,CHI,11,120,13.7,.505,.204,.163,1.9,7.3,4.6,39.8,1.8,1.2,21.0,25.3,0.1,0.2,0.3,.111,-0.9,-1.9,-2.9,0.0
Antawn Jamison,PF,35,CLE,65,2151,16.1,.481,.256,.260,6.3,15.7,10.8,11.9,1.2,1.5,7.2,26.2,2.1,1.0,3.1,.070,0.7,-1.8,-1.1,0.5
Al Jefferson,C,27,UTA,61,2075,22.8,.520,.004,.169,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,4.9,2.5,7.5,.173,1.7,1.3,3.0,2.6
Richard Jefferson,SF,31,TOT,63,1748,11.1,.550,.551,.174,1.7,12.4,7.2,7.3,1.1,0.8,8.7,15.1,1.9,1.2,3.1,.085,0.7,-0.6,0.1,0.9
Richard Jefferson,SF,31,SAS,41,1168,10.9,.556,.596,.157,1.8,12.0,7.0,6.7,1.1,0.7,8.6,14.6,1.4,1.0,2.4,.100,1.2,0.0,1.2,0.9
Richard Jefferson,SF,31,GSW,22,580,11.6,.540,.467,.207,1.6,13.3,7.4,8.6,1.1,0.9,8.9,16.1,0.6,0.1,0.7,.056,-0.3,-1.7,-2.1,0.0
