Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Luke Babbitt,SF,22,POR,40,537,11.3,.556,.578,.116,3.4,17.5,10.3,4.8,1.0,0.6,12.9,17.8,0.4,0.3,0.7,.064,-0.9,-2.5,-3.4,-0.2
Renaldo Balkman,SF,27,NYK,14,115,14.3,.570,.281,.344,6.0,20.3,13.1,7.2,1.8,2.1,14.0,16.7,0.1,0.2,0.3,.142,-1.7,0.7,-1.0,0.0
Leandro Barbosa,SG,29,TOT,64,1382,14.0,.512,.267,.195,2.8,7.9,5.3,13.3,2.2,0.4,12.0,26.5,0.5,1.2,1.7,.060,0.0,-2.0,-2.0,0.0
Leandro Barbosa,SG,29,TOR,42,946,14.2,.518,.244,.200,2.6,7.1,4.9,13.3,2.0,0.6,12.1,28.0,0.2,0.8,1.0,.052,0.0,-2.2,-2.3,-0.1
Leandro Barbosa,SG,29,IND,22,436,13.4,.496,.322,.180,3.1,9.5,6.3,13.3,2.4,0.0,11.6,23.2,0.2,0.5,0.7,.076,0.2,-1.6,-1.4,0.1
J.J. Barea,PG,27,MIN,41,1032,14.9,.502,.342,.234,1.5,10.8,6.1,39.0,1.0,0.0,18.3,24.3,0.8,0.4,1.2,.056,1.1,-2.4,-1.3,0.2
Andrea Bargnani,C,26,TOR,31,1032,17.9,.538,.238,.357,2.8,16.6,9.8,11.6,0.9,1.2,11.0,28.7,1.3,0.9,2.2,.104,0.8,-1.5,-0.8,0.3
Matt Barnes,SF,31,LAL,63,1440,15.5,.554,.357,.331,7.9,18.3,13.3,13.8,1.3,2.4,14.1,16.4,2.4,1.8,4.3,.142,1.1,1.5,2.6,1.7
Earl Barron,C,30,GSW,2,9,4.7,.500,.000,.000,12.6,0.0,6.3,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,.054,-2.0,-8.3,-10.3,0.0
Brandon Bass,PF,26,BOS,59,1868,14.1,.524,.000,.258,6.3,16.3,11.5,5.1,1.0,2.2,8.5,19.8,1.5,3.2,4.7,.122,-2.1,1.1,-1.1,0.4
Tony Battie,C,35,PHI,27,295,7.3,.398,.020,.078,3.0,22.3,12.6,7.6,0.7,1.5,7.0,9.0,0.0,0.5,0.5,.076,-5.7,1.8,-3.9,-0.1
Shane Battier,SF,33,MIA,65,1499,9.7,.504,.627,.127,4.6,7.7,6.2,8.0,2.2,1.8,10.7,10.7,1.2,2.1,3.3,.104,0.2,1.5,1.7,1.4
Nicolas Batum,SF,23,POR,59,1791,17.3,.575,.427,.248,5.2,12.6,8.8,7.9,1.7,2.6,11.2,20.5,3.3,1.4,4.8,.127,2.3,0.0,2.3,1.9
Jerryd Bayless,PG,23,TOR,31,705,17.7,.561,.377,.319,1.3,9.5,5.5,30.7,1.8,0.5,14.4,24.6,1.5,0.6,2.0,.139,3.2,-1.9,1.3,0.6
Michael Beasley,SF,23,MIN,47,1087,13.0,.502,.203,.191,4.0,17.2,10.6,7.7,0.9,1.2,12.9,25.3,-0.3,0.8,0.5,.022,-2.5,-1.4,-3.9,-0.5
Rodrigue Beaubois,PG,23,DAL,53,1151,15.3,.496,.297,.155,1.9,12.8,7.4,22.7,2.6,1.9,12.8,22.0,0.5,1.7,2.2,.092,-0.1,1.4,1.3,0.9
Marco Belinelli,SG,25,NOH,66,1966,11.9,.525,.414,.188,1.2,9.1,5.2,8.9,1.3,0.2,8.5,19.5,1.9,1.0,2.9,.071,0.5,-1.8,-1.4,0.3
Raja Bell,SG,35,UTA,34,796,8.3,.586,.500,.144,0.9,6.3,3.5,7.0,0.9,0.2,10.2,11.6,1.0,0.1,1.1,.069,0.5,-1.6,-1.1,0.2
Keith Benson,C,23,GSW,3,9,6.0,.000,.000,.000,25.3,12.6,18.9,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,-0.005,-5.4,-5.1,-10.4,0.0
Mike Bibby,PG,33,NYK,39,557,7.8,.404,.685,.065,1.0,11.3,6.1,21.2,1.9,0.4,13.6,11.9,0.0,0.7,0.7,.061,-2.3,-0.2,-2.5,-0.1
Andris Biedrins,C,25,GSW,47,739,8.8,.581,.000,.141,6.9,20.0,13.5,3.0,1.6,4.7,17.1,5.1,0.6,0.7,1.3,.085,-3.1,2.9,-0.2,0.3
Chauncey Billups,SG,35,LAC,20,607,16.1,.554,.548,.417,0.8,9.1,4.9,21.0,0.8,0.4,12.3,23.4,1.5,0.2,1.7,.135,2.9,-3.2,-0.4,0.3
Bismack Biyombo,C,19,CHA,63,1455,10.6,.480,.000,.514,8.6,20.8,14.5,3.1,0.7,5.9,17.2,13.1,-0.5,1.1,0.6,.019,-5.4,1.5,-3.9,-0.7
DeJuan Blair,PF,22,SAS,64,1363,17.6,.549,.002,.236,13.2,16.3,14.8,9.2,2.2,0.6,14.2,21.7,2.2,1.8,4.0,.142,0.8,0.8,1.6,1.2
Steve Blake,PG,31,LAL,53,1237,8.5,.493,.590,.101,0.9,6.6,3.8,21.0,1.7,0.1,20.5,13.0,0.2,0.8,1.0,.040,-1.4,-1.4,-2.9,-0.3
Andray Blatche,PF,25,WAS,26,626,10.6,.415,.029,.200,7.5,19.6,13.5,7.3,1.7,2.1,12.2,21.7,-0.8,0.6,-0.1,-0.011,-4.8,-0.3,-5.1,-0.5
Eric Bledsoe,PG,22,LAC,40,464,11.2,.454,.238,.349,5.6,11.1,8.3,21.6,3.6,2.5,24.4,19.1,-0.4,0.6,0.2,.022,-3.0,2.0,-0.9,0.1
Keith Bogans,SF,31,NJN,5,94,4.8,.453,.571,.238,6.0,7.6,6.8,5.1,1.1,0.0,11.5,12.8,0.0,0.0,0.0,-0.005,-2.3,-2.7,-5.1,-0.1
Andrew Bogut,C,27,MIL,12,364,14.9,.465,.007,.169,6.5,24.3,15.1,13.7,1.7,5.0,14.1,20.6,-0.1,0.6,0.5,.062,-3.2,3.2,0.0,0.2
Matt Bonner,PF,31,SAS,65,1326,13.2,.597,.714,.060,2.6,15.7,9.3,6.5,0.6,1.1,3.8,12.8,2.7,1.2,4.0,.143,2.3,-0.3,2.0,1.3
Trevor Booker,PF,24,WAS,50,1261,15.4,.549,.006,.273,10.6,18.6,14.5,5.1,2.0,2.6,13.2,15.6,1.6,1.4,3.0,.113,-0.7,1.0,0.3,0.7
Carlos Boozer,PF,30,CHI,66,1948,19.7,.549,.001,.163,6.7,25.3,16.1,11.8,1.7,0.9,11.3,23.8,3.3,4.3,7.6,.187,0.3,1.7,2.0,2.0
Chris Bosh,PF,27,MIA,57,2007,18.9,.551,.043,.346,5.8,20.5,13.5,9.1,1.3,1.8,11.2,24.2,3.6,3.3,6.9,.165,-0.3,0.3,0.0,1.0
Earl Boykins,PG,35,HOU,8,111,10.3,.458,.250,.417,0.0,11.6,5.7,23.0,0.5,0.0,14.1,20.3,0.0,0.0,0.1,.029,-3.2,-3.1,-6.3,-0.1
Craig Brackins,PF,24,PHI,14,88,4.3,.325,.273,.061,6.3,12.7,9.5,13.5,0.0,0.9,10.6,20.2,-0.2,0.1,-0.1,-0.065,-6.3,-1.9,-8.1,-0.1
Avery Bradley,PG,21,BOS,64,1368,11.3,.555,.134,.194,3.1,6.7,5.0,10.8,1.7,0.7,14.7,17.9,0.6,1.9,2.4,.085,-1.6,0.3,-1.3,0.2
Elton Brand,C,32,PHI,60,1732,18.0,.521,.002,.200,9.2,18.3,13.7,9.2,1.8,4.2,9.3,18.9,2.5,3.6,6.1,.168,-0.5,3.4,2.9,2.2
Corey Brewer,SF,25,DEN,59,1287,13.7,.505,.274,.281,4.0,9.4,6.8,10.6,2.9,1.0,9.7,20.0,1.1,1.1,2.3,.085,0.3,0.0,0.3,0.8
Ronnie Brewer,SG,26,CHI,66,1635,12.3,.465,.155,.225,5.0,10.6,7.9,12.7,2.4,0.9,10.8,15.3,1.0,2.9,3.9,.113,-1.0,2.3,1.2,1.3
Jon Brockman,PF,24,MIL,35,239,6.6,.359,.022,.333,14.8,19.9,17.3,5.2,0.9,0.3,16.2,11.4,-0.1,0.2,0.1,.023,-4.5,-0.8,-5.3,-0.2
MarShon Brooks,SG,23,NJN,56,1648,12.9,.502,.234,.231,4.8,9.4,7.0,14.6,1.7,0.7,14.3,22.9,0.5,0.3,0.8,.022,-0.7,-1.8,-2.5,-0.2
Derrick Brown,SF,24,CHA,65,1443,14.7,.556,.059,.345,7.3,11.6,9.4,8.5,1.8,0.6,10.5,16.8,2.0,0.3,2.3,.076,-0.3,-1.2,-1.5,0.2
Kwame Brown,C,29,GSW,9,187,11.1,.519,.000,.850,9.7,24.8,17.3,3.2,2.2,0.0,20.3,17.0,-0.1,0.2,0.1,.031,-4.7,-1.5,-6.2,-0.2
Shannon Brown,SG,26,PHO,59,1400,13.6,.507,.314,.166,3.1,9.5,6.3,8.1,1.6,0.8,9.1,22.8,0.8,0.8,1.6,.054,0.0,-1.3,-1.3,0.2
Kobe Bryant,SG,33,LAL,58,2232,21.9,.527,.215,.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,6.2,.132,3.6,-1.4,2.3,2.4
Chase Budinger,SF,23,HOU,58,1298,14.9,.556,.465,.149,3.4,16.2,9.7,9.3,1.2,0.4,9.9,19.5,2.0,1.0,3.0,.111,1.2,-1.3,0.0,0.6
Alec Burks,SG,20,UTA,59,939,14.0,.506,.126,.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,.076,-0.2,-2.2,-2.5,-0.1
Caron Butler,SF,31,LAC,63,1871,11.7,.501,.365,.152,2.8,12.0,7.3,6.8,1.5,0.4,9.3,20.4,1.2,1.1,2.3,.059,-0.7,-1.5,-2.2,-0.1
Jimmy Butler,SG,22,CHI,42,359,12.5,.526,.139,.709,7.3,10.1,8.7,5.7,1.6,1.0,11.9,14.9,0.5,0.6,1.1,.144,-1.7,0.4,-1.3,0.1
Rasual Butler,SF,32,TOR,34,453,4.8,.398,.579,.090,1.6,15.4,8.5,6.8,0.8,0.9,9.8,15.9,-0.6,0.4,-0.2,-0.022,-4.2,-1.3,-5.5,-0.4
Derrick Byars,PF,27,SAS,2,37,14.9,.392,.545,.364,19.0,15.2,17.1,3.7,2.8,0.0,0.0,15.7,0.1,0.1,0.1,.147,1.6,-1.1,0.6,0.0
Andrew Bynum,C,24,LAL,60,2112,22.9,.594,.006,.425,10.6,26.1,18.7,7.4,0.7,4.0,13.9,23.8,4.8,3.3,8.0,.183,0.7,1.2,1.8,2.0
Will Bynum,PG,29,DET,36,514,10.0,.459,.149,.330,2.3,11.1,6.5,22.4,2.4,0.5,19.6,24.8,-0.7,0.4,-0.2,-0.022,-3.6,-1.6,-5.2,-0.4
Jose Calderon,PG,30,TOR,53,1799,16.7,.547,.333,.143,1.3,9.1,5.2,44.2,1.4,0.1,17.0,16.0,3.9,1.2,5.1,.136,2.2,-2.6,-0.4,0.7
Marcus Camby,C,37,TOT,59,1352,16.2,.455,.017,.223,13.3,32.7,22.8,11.9,1.9,4.8,15.3,12.6,1.1,2.5,3.6,.127,-1.9,4.9,3.0,1.7
Marcus Camby,C,37,POR,40,894,14.5,.428,.000,.236,13.4,33.2,23.1,12.4,1.9,4.8,20.9,11.5,0.3,1.6,1.9,.100,-2.8,5.2,2.4,1.0
Marcus Camby,C,37,HOU,19,458,19.6,.491,.040,.206,13.0,31.7,22.3,10.9,1.9,4.7,6.8,14.6,0.8,0.9,1.7,.179,-0.2,4.3,4.1,0.7
Brian Cardinal,SF,34,DAL,44,277,3.3,.373,.891,.109,1.6,12.1,6.9,8.3,1.5,0.6,12.2,11.0,-0.3,0.3,0.0,.004,-3.8,0.1,-3.7,-0.1
DeMarre Carroll,SF-PF,25,TOT,24,348,11.1,.478,.181,.152,9.1,8.3,8.8,8.1,1.8,0.2,8.9,15.9,0.3,0.2,0.5,.069,0.0,-1.3,-1.3,0.1
DeMarre Carroll,PF,25,DEN,4,21,25.2,1.000,.000,.000,0.0,16.2,8.3,27.7,0.0,0.0,25.0,17.0,0.1,0.0,0.1,.211,4.8,-3.4,1.4,0.0
DeMarre Carroll,SF,25,UTA,20,327,10.1,.448,.192,.162,9.7,7.8,8.8,6.9,1.9,0.2,7.8,15.8,0.2,0.2,0.4,.060,-0.3,-1.1,-1.5,0.0
Matt Carroll,SG,31,CHA,53,596,5.6,.409,.274,.242,1.5,10.0,5.6,10.6,1.4,0.9,12.1,15.3,-0.7,0.1,-0.6,-0.051,-5.3,-2.1,-7.3,-0.8
Anthony Carter,PG,36,TOR,24,209,8.7,.409,.321,.189,2.8,15.5,9.3,25.9,2.1,1.6,22.8,16.8,-0.3,0.3,0.0,.001,-4.2,0.9,-3.3,-0.1
Vince Carter,SG,35,DAL,61,1542,13.6,.519,.378,.212,2.3,12.5,7.5,15.0,1.9,1.3,12.4,20.4,1.0,1.8,2.9,.090,0.0,0.6,0.6,1.0
Omri Casspi,SF,23,CLE,65,1341,11.2,.499,.408,.262,5.1,14.5,9.7,8.4,1.5,1.2,12.2,17.6,0.6,0.6,1.2,.044,-1.2,-1.1,-2.4,-0.1
Mario Chalmers,PG,25,MIA,64,1825,13.0,.578,.522,.203,1.1,9.8,5.6,19.0,2.8,0.5,20.7,17.4,1.5,2.8,4.3,.112,1.0,0.4,1.4,1.5
Tyson Chandler,C,29,NYK,62,2061,18.7,.708,.006,.887,11.8,22.7,17.2,4.3,1.4,3.4,17.1,13.0,5.8,3.6,9.5,.220,1.4,2.8,4.1,3.2
Wilson Chandler,SF,24,DEN,8,215,9.0,.445,.152,.152,3.4,18.4,11.1,12.0,1.4,2.2,17.6,21.2,-0.3,0.2,-0.1,-0.021,-4.5,0.5,-4.0,-0.1
Josh Childress,SF,28,PHO,34,491,11.1,.501,.242,.020,7.2,14.6,10.9,10.0,1.5,0.9,8.3,10.1,0.6,0.4,0.9,.092,-0.3,1.4,1.1,0.4
Earl Clark,PF,24,ORL,45,559,8.1,.405,.000,.209,7.1,18.6,12.8,5.2,1.2,4.5,14.1,14.8,-0.5,0.8,0.3,.027,-6.2,2.4,-3.8,-0.3
Norris Cole,PG,23,MIA,65,1260,7.9,.452,.169,.189,2.1,6.4,4.3,17.0,1.8,0.1,17.7,21.8,-1.4,1.4,0.0,.000,-4.1,-1.8,-5.9,-1.2
Jason Collins,C,33,ATL,30,308,3.7,.418,.000,.375,4.6,13.6,9.1,4.6,0.7,0.7,17.7,8.6,-0.2,0.3,0.2,.025,-5.6,0.5,-5.1,-0.2
Darren Collison,PG,24,IND,60,1878,13.6,.526,.180,.293,1.8,9.3,5.6,24.9,1.4,0.6,16.2,17.0,2.3,1.5,3.8,.098,0.5,-0.8,-0.3,0.8
Nick Collison,PF,31,OKC,63,1307,12.1,.622,.005,.308,11.1,12.7,12.0,9.3,1.3,1.6,21.1,10.0,2.3,1.2,3.5,.130,0.9,1.3,2.2,1.4
Mike Conley,PG,24,MEM,62,2174,16.8,.523,.232,.231,1.2,7.4,4.2,29.8,3.3,0.4,14.2,18.3,3.6,2.8,6.4,.141,1.8,0.1,1.9,2.1
Brian Cook,PF,31,TOT,32,276,5.8,.396,.510,.102,4.1,22.3,13.1,5.7,1.1,1.5,9.7,18.7,-0.3,0.3,-0.1,-0.011,-4.8,-2.1,-6.9,-0.3
Brian Cook,PF,31,LAC,16,121,0.0,.305,.551,.082,3.9,18.9,11.3,2.5,0.9,2.8,7.3,20.9,-0.4,0.1,-0.2,-0.098,-7.7,-2.8,-10.5,-0.3
Brian Cook,PF,31,WAS,16,155,10.4,.484,.469,.122,4.3,25.0,14.6,8.2,1.3,0.5,11.9,16.9,0.0,0.2,0.2,.058,-2.5,-1.6,-4.0,-0.1
Daequan Cook,SG,24,OKC,57,989,9.2,.509,.770,.074,1.5,11.9,7.0,2.3,1.1,0.8,5.0,14.7,0.8,0.8,1.6,.078,-0.2,-2.4,-2.6,-0.1
DeMarcus Cousins,C,21,SAC,64,1950,21.7,.499,.014,.373,14.2,25.9,19.8,9.5,2.4,2.8,12.8,29.7,2.1,2.2,4.2,.104,-0.4,0.0,-0.3,0.8
Jamal Crawford,PG,31,POR,60,1613,15.7,.506,.353,.280,1.1,7.5,4.3,20.5,1.8,0.7,11.8,26.6,1.6,0.7,2.3,.069,0.9,-2.6,-1.7,0.1
Jordan Crawford,SG,23,WAS,64,1753,14.5,.488,.313,.233,2.8,8.1,5.4,19.3,1.7,0.2,12.8,28.1,0.3,0.7,1.1,.029,0.7,-3.0,-2.3,-0.2
Dante Cunningham,PF,24,MEM,64,1124,14.9,.538,.007,.247,9.3,16.4,12.8,5.2,2.0,2.5,8.6,13.6,1.8,1.7,3.4,.147,-0.8,1.6,0.8,0.8
Eddy Curry,C,29,MIA,14,83,3.6,.508,.000,.308,6.0,11.1,8.6,1.9,0.0,2.0,25.3,22.1,-0.2,0.1,-0.1,-0.046,-8.2,-3.1,-11.3,-0.2
Stephen Curry,PG,23,GSW,26,732,21.2,.605,.409,.159,2.3,11.3,6.8,32.3,2.8,0.8,17.0,24.0,1.8,0.4,2.2,.144,4.7,-1.3,3.4,1.0
Samuel Dalembert,C,30,HOU,65,1446,16.9,.551,.003,.286,12.6,24.1,18.3,3.6,1.3,5.7,15.6,16.6,1.8,2.3,4.1,.137,-2.1,2.4,0.3,0.8
Erick Dampier,C,36,ATL,15,83,5.5,.125,.000,.000,14.3,21.0,17.7,6.5,0.6,3.7,27.3,6.2,-0.1,0.1,0.1,.035,-6.3,3.4,-2.8,0.0
Marquis Daniels,SG,31,BOS,38,484,8.1,.395,.070,.161,4.1,11.6,8.0,15.5,2.3,1.4,15.5,18.0,-0.8,0.9,0.1,.008,-5.4,1.8,-3.6,-0.2
Baron Davis,PG,32,NYK,29,595,10.0,.457,.462,.130,2.5,8.4,5.4,36.2,2.9,0.4,28.1,20.4,-0.7,0.8,0.2,.014,-2.4,-0.9,-3.3,-0.2
Ed Davis,PF,22,TOR,66,1534,14.2,.544,.003,.316,10.4,23.0,16.7,6.5,1.4,3.4,14.9,13.8,1.6,2.3,3.9,.121,-1.7,2.6,0.9,1.1
Glen Davis,PF,26,ORL,61,1427,13.2,.466,.026,.313,8.5,18.4,13.4,5.9,1.6,1.0,11.0,22.4,0.0,1.7,1.7,.057,-3.8,-0.4,-4.2,-0.8
Josh Davis,PF,31,MEM,15,130,11.3,.459,.481,.296,14.1,10.1,12.1,6.8,2.8,0.6,8.9,11.7,0.2,0.2,0.3,.124,0.9,0.8,1.7,0.1
Eric Dawson,C,27,SAS,4,39,14.6,.582,.000,.167,15.0,14.4,14.7,0.0,1.3,3.7,18.9,18.6,0.0,0.1,0.1,.106,-3.3,-2.6,-5.9,0.0
Austin Daye,SF,23,DET,41,603,7.1,.394,.273,.189,2.7,15.8,9.0,9.2,2.0,2.8,14.0,21.9,-1.3,0.6,-0.6,-0.050,-5.6,-0.3,-5.9,-0.6
Carlos Delfino,SF,29,MIL,54,1537,11.7,.515,.528,.106,1.4,13.9,7.5,11.9,2.6,0.5,12.2,15.5,0.8,1.6,2.4,.075,0.1,0.6,0.7,1.1
Luol Deng,SF,26,CHI,54,2129,14.1,.500,.285,.219,4.1,14.0,9.2,11.7,1.4,1.2,10.4,19.8,2.3,3.6,5.8,.132,0.5,1.6,2.1,2.2
Justin Dentmon,PG,26,TOT,6,91,4.8,.424,.500,.214,0.0,10.2,5.1,18.0,1.2,0.0,18.6,19.4,-0.2,0.1,-0.1,-0.049,-4.4,-2.4,-6.8,-0.1
Justin Dentmon,PG,26,SAS,2,19,1.6,.333,.667,.000,0.0,5.9,3.0,7.4,2.7,0.0,14.3,16.8,-0.1,0.0,0.0,-0.090,-5.2,-1.1,-6.3,0.0
Justin Dentmon,PG,26,TOR,4,72,5.7,.446,.455,.273,0.0,11.3,5.7,20.9,0.7,0.0,19.6,20.1,-0.1,0.0,-0.1,-0.039,-4.1,-2.8,-6.9,-0.1
DeMar DeRozan,SG,22,TOR,63,2206,12.8,.503,.102,.367,2.1,9.0,5.6,10.8,1.2,0.6,10.5,25.0,1.1,1.4,2.5,.054,-1.4,-1.5,-2.8,-0.5
Boris Diaw,PF,29,TOT,57,1424,11.2,.498,.282,.100,5.5,17.3,11.3,23.8,1.2,1.3,23.4,15.5,-0.3,0.8,0.6,.019,-1.5,0.5,-1.1,0.3
Boris Diaw,PF,29,CHA,37,1018,10.8,.461,.304,.095,5.1,17.3,11.0,26.9,1.0,1.4,22.2,17.2,-0.8,0.3,-0.5,-0.023,-2.2,-0.4,-2.6,-0.2
Boris Diaw,PF,29,SAS,20,406,12.1,.650,.191,.118,6.6,17.2,12.0,16.1,1.8,1.1,28.1,11.2,0.5,0.5,1.1,.125,0.3,2.5,2.8,0.5
Ike Diogu,PF,28,SAS,2,14,-2.9,.347,.000,1.000,0.0,8.0,4.1,0.0,0.0,0.0,25.8,12.6,0.0,0.0,0.0,-0.116,-10.0,-2.6,-12.5,0.0
DeSagana Diop,C,30,CHA,27,325,6.8,.347,.000,.143,11.2,19.0,15.0,11.0,1.0,3.0,29.9,9.0,-0.3,0.2,-0.2,-0.025,-5.8,1.7,-4.1,-0.2
Keyon Dooling,SG,31,BOS,46,662,6.9,.515,.497,.190,0.6,6.1,3.5,12.1,1.0,0.2,16.1,15.3,-0.2,0.8,0.6,.042,-2.7,-1.2,-3.9,-0.3
Toney Douglas,PG,25,NYK,38,656,7.1,.393,.403,.090,2.8,10.0,6.3,19.6,2.3,0.1,15.7,24.4,-1.4,0.8,-0.6,-0.046,-3.9,-1.1,-5.0,-0.5
Goran Dragic,PG,25,HOU,66,1752,18.0,.567,.337,.317,3.5,7.7,5.6,32.5,2.5,0.4,18.7,21.8,3.6,1.5,5.1,.139,3.0,-1.0,2.1,1.8
Jared Dudley,SG,26,PHO,65,2020,15.4,.575,.325,.255,5.4,11.4,8.4,8.8,1.3,0.7,9.1,17.7,4.0,1.1,5.1,.121,2.7,0.0,2.7,2.4
Chris Duhon,PG,29,ORL,63,1226,8.4,.558,.586,.103,1.3,8.4,4.8,19.1,1.5,0.6,27.6,11.2,0.4,0.9,1.3,.051,-2.1,-0.2,-2.3,-0.1
Tim Duncan,C,35,SAS,58,1634,22.5,.531,.005,.340,7.9,28.2,18.3,13.5,1.2,3.9,10.3,26.2,3.0,2.9,5.9,.174,-0.2,2.6,2.4,1.8
Mike Dunleavy,SF,31,MIL,55,1445,16.6,.597,.413,.284,2.2,13.7,7.8,13.0,1.0,0.4,9.3,19.0,3.5,0.9,4.4,.146,2.6,-1.7,1.0,1.1
