Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP/G,PTS/G,TRB/G,AST/G
Gal Mekel,"01/10/14, DAL @ NOP",25,2,35,335,33,106,5,23,8,12,5,28,76,6,1,33,32,79,.311,.217,.667,9.6,2.3,0.8,2.2
Tony Mitchell,"01/26/14, DET @ DAL",21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,.417,1.000,.579,3.8,1.0,1.2,0.1
Tony Mitchell,"03/11/14, MIL @ MIN",24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,.600,.000,,3.3,2.0,0.3,0.3
Shabazz Muhammad,"01/1/14, MIN vs. NOP",21,5,278,4772,940,1988,123,386,501,667,294,770,151,81,24,183,283,2504,.473,.319,.751,17.2,9.0,2.8,0.5
Erik Murphy,"01/18/14, CHI vs. PHI",23,1,24,62,3,13,0,3,0,0,2,8,2,0,4,2,7,6,.231,.000,,2.6,0.3,0.3,0.1
Toure' Murry,"01/11/14, NYK @ PHI",24,2,56,391,58,134,5,12,25,41,14,45,50,20,1,38,48,146,.433,.417,.610,7.0,2.6,0.8,0.9
Mike Muscala,"01/1/17, ATL vs. SAS",22,6,289,4588,611,1300,197,538,230,274,290,954,273,111,151,199,439,1649,.470,.366,.839,15.9,5.7,3.3,0.9
Nemanja Nedovic,"03/11/14, GSW vs. DAL",22,1,24,142,8,39,3,18,7,8,3,15,13,0,1,13,13,26,.205,.167,.875,5.9,1.1,0.6,0.5
James Nunnally,"01/16/14, ATL vs. BRK",23,2,28,267,27,80,16,50,10,13,1,24,15,7,2,8,21,80,.338,.320,.769,9.5,2.9,0.9,0.5
Victor Oladipo,"01/1/16, ORL @ WAS",21,6,402,13360,2591,5854,618,1758,1228,1548,249,1859,1589,680,199,1033,973,7028,.443,.352,.793,33.2,17.5,4.6,4.0
Kelly Olynyk,"01/10/14, BOS @ GSW",22,6,402,8503,1456,3041,428,1170,599,795,509,1951,757,284,179,588,1136,3939,.479,.366,.753,21.2,9.8,4.9,1.9
Arinze Onuaku,"01/1/17, ORL @ IND",26,3,19,126,15,23,0,0,4,10,11,35,9,1,4,5,12,34,.652,,.400,6.6,1.8,1.8,0.5
Mason Plumlee,"01/1/17, POR @ MIN",23,6,441,9715,1463,2569,1,22,821,1458,880,2755,920,346,422,650,1203,3748,.569,.045,.563,22.0,8.5,6.2,2.1
Otto Porter,"01/1/14, WAS vs. DAL",20,6,383,10217,1604,3316,488,1218,412,522,447,1898,551,452,166,294,705,4108,.484,.401,.789,26.7,10.7,5.0,1.4
Phil Pressey,"01/10/15, BOS @ TOR",22,3,148,2015,172,505,48,189,75,119,36,216,433,116,15,161,179,467,.341,.254,.630,13.6,3.2,1.5,2.9
Miroslav Raduljica,"01/10/14, MIL vs. CHI",26,2,53,488,71,134,0,0,47,57,56,113,23,8,13,30,92,189,.530,,.825,9.2,3.6,2.1,0.4
Glen Rice,"10/30/14, WAS @ ORL",23,2,16,152,14,52,6,24,9,13,6,24,9,6,1,11,18,43,.269,.250,.692,9.5,2.7,1.5,0.6
Andre Roberson,"01/10/16, OKC @ POR",22,5,295,6651,563,1168,108,421,122,261,348,1188,257,264,195,181,641,1356,.482,.257,.467,22.5,4.6,4.0,0.9
Dennis Schroder,"01/1/17, ATL vs. SAS",20,6,403,9792,2032,4702,391,1199,887,1071,167,1060,1891,330,43,956,729,5342,.432,.326,.828,24.3,13.3,2.6,4.7
Peyton Siva,"02/26/14, DET @ SAS",23,1,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,.316,.280,.733,9.3,2.3,0.6,1.4
Chris Smith,"12/25/13, NYK vs. OKC",26,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0
Tony Snell,"01/1/15, CHI vs. DEN",22,6,419,9207,959,2259,500,1301,223,272,121,996,431,198,95,254,568,2641,.425,.384,.820,22.0,6.3,2.4,1.0
James Southerland,"04/11/14, NOP @ OKC",23,1,4,30,5,15,3,6,1,2,0,8,0,1,2,1,3,14,.333,.500,.500,7.5,3.5,2.0,0.0
D.J. Stephens,"03/29/14, MIL vs. MIA",23,2,4,22,4,9,0,0,1,1,1,5,0,1,0,1,0,9,.444,,1.000,5.5,2.3,1.3,0.0
Adonis Thomas,"03/1/14, ORL @ MIA",20,1,6,37,6,14,1,5,1,1,0,3,3,0,0,1,6,14,.429,.200,1.000,6.2,2.3,0.5,0.5
Hollis Thompson,"01/1/14, PHI @ DEN",22,4,265,6424,742,1795,363,941,203,287,199,829,292,166,68,213,541,2050,.413,.386,.707,24.2,7.7,3.1,1.1
Casper Ware,"03/24/14, PHI @ SAS",24,1,9,116,18,42,7,21,5,6,0,9,10,8,0,5,11,48,.429,.333,.833,12.9,5.3,1.0,1.1
Royce White,"03/21/14, SAC vs. SAS",22,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,.000,,,3.0,0.0,0.0,0.0
Jeff Withey,"01/1/14, NOP @ MIN",23,5,206,2072,249,474,2,14,166,232,181,518,64,56,156,76,229,666,.525,.143,.716,10.1,3.2,2.5,0.3
Nate Wolters,"01/13/14, MIL @ TOR",22,3,84,1575,191,452,18,69,61,96,42,185,209,43,17,70,86,461,.423,.261,.635,18.8,5.5,2.2,2.5
Cody Zeller,"01/1/14, CHA @ LAC",21,6,347,7886,1042,2044,9,32,706,953,627,1970,467,232,260,360,913,2799,.510,.281,.741,22.7,8.1,5.7,1.3
